t_wall,px,py,yaw_deg,plan_rel_deg,front_obst_m,cmd_nav_vx,cmd_nav_wz
1788372684.999,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372685.218,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372685.436,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372685.639,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372685.844,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372686.077,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372686.286,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372686.493,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372686.705,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372686.930,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372687.133,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372687.338,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372687.551,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372687.764,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372687.971,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372688.173,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372688.407,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372688.617,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372688.823,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372689.035,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372689.259,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372689.467,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372689.675,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372689.894,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372690.111,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372690.315,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372690.521,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372690.745,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372690.956,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372691.160,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372691.368,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372691.596,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372691.802,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372692.007,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372692.224,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372692.452,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372692.661,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372692.866,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372693.096,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372693.305,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372693.511,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372693.724,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372693.952,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372694.158,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372694.374,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372694.628,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372694.852,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372695.061,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372695.267,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372695.498,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372695.703,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372695.907,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372696.119,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372696.342,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372696.550,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372696.758,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372696.986,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372697.196,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372697.406,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372697.614,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372697.864,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372698.087,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372698.299,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372698.529,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372698.750,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372699.052,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372699.275,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372699.510,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372699.724,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372699.952,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372700.192,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372700.409,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372700.613,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372700.837,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372701.062,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372701.266,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372701.475,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372701.698,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372701.908,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372702.114,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372702.319,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372702.546,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372702.758,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372702.964,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372703.178,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372703.398,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372703.600,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372703.805,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372704.025,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372704.238,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372704.449,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372704.663,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372704.889,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372705.096,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372705.305,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372705.524,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372705.743,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372705.948,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372706.151,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372706.387,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372706.592,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372706.798,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372707.010,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372707.234,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372707.446,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372707.654,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372707.873,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372708.093,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372708.301,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372708.512,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372708.739,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372708.955,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372709.157,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372709.371,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372709.601,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372709.805,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372710.013,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372710.232,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372710.452,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372710.661,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372710.869,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372711.098,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372711.308,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372711.512,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372711.718,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372711.952,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372712.155,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372712.359,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372712.582,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372712.796,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372713.004,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372713.207,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372713.433,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372713.644,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372713.853,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372714.058,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372714.285,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372714.492,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372714.696,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372714.921,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372715.140,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372715.348,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372715.555,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372715.780,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372715.994,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372716.200,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372716.417,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372716.643,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372716.848,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372717.052,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372717.271,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372717.497,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372717.699,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372717.903,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372718.124,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372718.334,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372718.540,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372718.746,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372718.982,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372719.185,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372719.394,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372719.615,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372719.830,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372720.030,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372720.240,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372720.471,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372720.679,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372720.889,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372721.095,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372721.320,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372721.525,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372721.730,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372721.949,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372722.176,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372722.387,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372722.599,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372722.821,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372723.033,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372723.239,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372723.456,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372723.680,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372723.886,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372724.095,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372724.324,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372724.551,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372724.765,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372724.971,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372725.203,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372725.417,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372725.625,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372725.847,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372726.070,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372726.280,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372726.488,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372726.716,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372726.930,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372727.142,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372727.352,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372727.586,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372727.795,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372728.004,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372728.225,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372728.447,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372728.655,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372728.861,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372729.091,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372729.305,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372729.515,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372729.734,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372729.967,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372730.174,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372730.380,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372730.607,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372730.826,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372731.059,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372731.277,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372731.517,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372731.740,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372731.954,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372732.192,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372732.414,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372732.625,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372732.843,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372733.101,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372733.312,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372733.539,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372733.777,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372734.006,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372734.220,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372734.434,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372734.669,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372734.878,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372735.102,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372735.357,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372735.579,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372735.798,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372736.025,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372736.260,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372736.474,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372736.690,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372736.933,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372737.158,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372737.375,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372737.593,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372737.834,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372738.058,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372738.270,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372738.504,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372738.727,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372738.944,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372739.164,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372739.396,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372739.604,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372739.820,1.000,1.000,0.0,72.1,3.367,0.0000,0.0000
1788372740.049,1.000,1.000,0.0,72.1,3.367,0.0000,0.0000
1788372740.268,1.000,1.000,0.0,72.1,3.367,0.0000,0.0000
1788372740.480,1.000,1.000,0.0,72.1,3.367,0.0000,0.0000
1788372740.694,1.000,1.000,0.0,72.1,3.367,0.0000,0.0000
1788372740.926,1.000,1.000,0.0,72.1,3.367,0.0000,0.0000
1788372741.138,1.000,1.000,0.0,72.1,3.367,0.0000,0.0000
1788372741.366,1.000,1.000,0.0,-14.7,3.367,0.0000,0.0000
1788372741.654,1.021,1.000,0.0,-13.9,3.363,0.2545,0.0000
1788372741.899,1.081,1.000,0.0,-14.2,3.316,0.3500,0.0000
1788372742.114,1.132,1.000,0.0,-14.2,3.256,0.3500,0.0000
1788372742.337,1.193,1.000,0.0,-14.5,3.196,0.3500,0.0000
1788372742.576,1.256,1.001,0.4,-14.1,3.138,0.3500,6.0000
1788372742.802,1.318,1.002,0.5,-14.6,3.079,0.3500,6.0000
1788372743.018,1.369,1.005,1.1,-15.6,3.020,0.3500,0.0000
1788372743.256,1.429,1.007,1.3,-16.1,2.960,0.3500,0.0000
1788372743.481,1.490,1.004,0.3,-12.3,2.900,0.1909,0.0000
1788372743.710,1.551,1.003,0.2,-14.0,2.841,0.3500,0.0000
1788372743.952,1.595,0.999,-0.7,-13.8,2.783,0.3500,0.0000
1788372744.192,1.653,0.995,-1.1,-11.8,2.723,0.3500,0.0000
1788372744.413,1.704,0.991,-1.3,-11.2,2.663,0.3500,0.0000
1788372744.676,1.762,0.988,-1.3,-11.1,2.605,0.2864,0.0000
1788372745.015,1.827,0.992,-0.7,-12.6,2.547,0.3500,6.0000
1788372745.265,1.889,0.993,-0.5,-13.1,2.487,0.3500,0.0000
1788372745.509,1.949,0.999,0.3,-6.7,2.427,0.3500,0.0000
1788372745.742,2.010,1.000,0.4,-7.1,2.370,0.2864,0.0000
1788372745.969,2.065,1.000,0.2,-7.3,2.311,0.3500,0.0000
1788372746.193,2.116,1.000,0.2,-7.6,2.251,0.3500,0.0000
1788372746.442,2.177,1.003,0.3,-8.5,2.193,0.3500,0.0000
1788372746.672,2.238,1.004,0.3,-13.7,2.134,0.2864,0.0000
1788372746.897,2.312,0.997,-0.1,-14.6,2.076,0.2864,0.0000
1788372747.144,2.377,0.995,-0.3,-16.1,2.018,0.2545,0.0000
1788372747.384,2.436,1.003,-0.2,-18.7,1.959,0.3500,6.0000
1788372747.609,2.496,1.004,-0.2,-12.2,1.901,0.2227,0.0000
1788372747.853,2.557,1.002,-0.1,-13.6,1.842,0.2227,0.0000
1788372748.118,2.608,1.002,-0.1,-15.0,1.785,0.1591,0.0000
1788372748.342,2.667,0.994,-0.4,-15.5,1.728,0.1909,0.0000
1788372748.569,2.728,0.990,-0.5,-15.2,1.674,0.1591,0.0000
1788372748.820,2.805,0.992,-0.4,-18.0,1.620,0.0318,0.0000
1788372749.040,2.871,0.993,-0.3,-19.6,1.568,0.1591,0.0000
1788372749.262,2.946,0.996,-0.3,-22.4,1.518,0.3500,6.0000
1788372749.514,3.010,0.997,-0.3,-24.4,1.470,0.3500,6.0000
1788372749.748,3.068,1.000,-0.5,-17.4,1.425,0.0955,0.0000
1788372749.979,3.129,1.000,-0.5,-19.1,1.383,0.0318,0.0000
1788372750.229,3.165,0.999,-0.6,-19.8,1.348,0.3500,6.0000
1788372750.495,3.220,0.998,-0.6,-21.1,1.324,0.3500,6.0000
1788372750.713,3.282,1.006,0.1,-19.1,3.929,0.0318,0.0000
1788372750.929,3.342,1.009,0.3,-21.5,3.869,0.1591,0.0000
1788372751.169,3.383,1.008,0.7,-22.7,3.811,0.3500,6.0000
1788372751.389,3.437,1.008,0.8,-24.3,3.754,0.3500,6.0000
1788372751.600,3.506,1.019,1.3,-22.1,3.698,0.3500,6.0000
1788372751.824,3.563,1.022,1.4,-24.6,3.642,0.3500,6.0000
1788372752.050,3.612,1.025,1.5,-26.9,3.588,0.3500,6.0000
1788372752.262,3.626,1.026,-2.4,-23.8,3.552,0.0636,0.0000
1788372752.482,3.626,1.028,-7.8,-18.6,2.794,0.3182,0.0000
1788372752.715,3.633,1.027,-10.7,-16.5,2.302,0.1591,0.0000
1788372752.933,3.683,1.009,-10.7,-17.2,2.287,0.1273,0.0000
1788372753.156,3.736,0.997,-10.7,-18.7,2.263,0.3500,0.0000
1788372753.384,3.788,0.987,-10.7,-20.2,2.240,0.2864,0.0000
1788372753.634,3.840,0.977,-10.7,-20.0,2.216,0.2545,6.0000
1788372753.866,3.906,0.973,-10.4,-17.8,2.193,0.3500,0.0000
1788372754.094,3.956,0.964,-10.4,-19.3,2.166,0.3500,0.0000
1788372754.343,4.014,0.948,-11.1,-14.8,2.138,0.3500,0.0000
1788372754.569,4.074,0.937,-11.1,-12.8,2.111,0.3500,0.0000
1788372754.782,4.126,0.920,-10.6,-10.7,2.085,0.3182,0.0000
