t_wall,px,py,yaw_deg,plan_rel_deg,front_obst_m,cmd_nav_vx,cmd_nav_wz
1788372139.591,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372139.797,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372140.036,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372140.252,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372140.479,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372140.712,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372140.943,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372141.168,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372141.392,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372141.642,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372141.852,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372142.064,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372142.287,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372142.514,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372142.724,1.000,1.000,0.0,,3.367,0.0000,0.0000
1788372142.934,1.000,1.000,0.0,,3.367,0.0000,0.0000
