t,state,x,y,yaw_deg,i0,ci,n,aim_x,aim_y,herr_deg,dist_aim,dist_goal,vx,wz,la,clear
1788372151.052,driving,1.0,1.0,0.0,0,30,83,2.475,0.875,-4.8,1.48,4.077,0.3,0.0,1.5,1.56
1788372151.111,driving,1.0,1.0,0.0,0,30,83,2.475,0.875,-4.8,1.48,4.077,0.3,0.0,1.5,1.56
1788372151.167,driving,1.0,1.0,0.0,0,30,83,2.475,0.875,-4.8,1.48,4.076,0.3,0.0,1.5,1.56
1788372151.223,driving,1.003,1.0,0.0,0,30,83,2.475,0.875,-4.8,1.478,4.074,0.3,0.0,1.5,1.56
1788372151.279,driving,1.012,1.0,0.0,1,31,83,2.525,0.875,-4.8,1.518,4.065,0.3,0.0,1.5,1.56
1788372151.335,driving,1.02,1.0,0.0,1,31,83,2.525,0.875,-4.8,1.511,4.057,0.3,0.0,1.5,1.56
1788372151.387,driving,1.039,1.0,0.0,1,31,83,2.525,0.875,-4.8,1.491,4.038,0.3,0.0,1.5,1.56
1788372151.441,driving,1.049,1.0,0.0,1,31,83,2.525,0.875,-4.8,1.481,4.028,0.3,0.0,1.5,1.56
1788372151.495,driving,1.069,1.0,0.0,2,32,83,2.575,0.875,-4.8,1.511,4.008,0.3,0.0,1.5,1.56
1788372151.549,driving,1.08,1.0,0.0,2,32,83,2.575,0.875,-4.8,1.501,3.997,0.3,0.0,1.5,1.56
1788372151.605,driving,1.1,1.0,0.0,2,32,83,2.575,0.875,-4.8,1.48,3.977,0.3,0.0,1.5,1.56
1788372151.667,driving,1.11,1.0,0.0,3,33,83,2.625,0.875,-4.8,1.52,3.967,0.3,0.0,1.5,1.56
1788372151.728,driving,1.131,1.0,0.0,3,33,83,2.625,0.875,-4.8,1.5,3.946,0.3,0.0,1.5,1.56
1788372151.787,driving,1.141,1.0,0.0,3,33,83,2.625,0.875,-4.8,1.489,3.936,0.3,0.0,1.5,1.56
1788372151.846,driving,1.161,1.0,0.0,4,34,83,2.675,0.875,-4.8,1.519,3.916,0.3,0.0,1.5,1.56
1788372151.902,driving,1.171,1.0,0.0,4,34,83,2.675,0.875,-4.8,1.509,3.906,0.3,0.0,1.5,1.56
1788372151.959,driving,1.192,1.0,0.0,4,34,83,2.675,0.875,-4.8,1.488,3.885,0.3,0.0,1.5,1.56
1788372152.013,driving,1.202,1.0,0.0,4,34,83,2.675,0.875,-4.8,1.478,3.875,0.3,0.0,1.5,1.56
1788372152.066,driving,1.222,1.0,0.0,0,30,78,2.725,0.875,-4.8,1.508,3.855,0.3,0.0,1.5,1.56
1788372152.119,driving,1.233,1.001,0.2,0,30,78,2.725,0.875,-5.0,1.497,3.844,0.3,0.0,1.5,1.56
1788372152.172,driving,1.244,1.001,0.4,0,30,78,2.725,0.875,-5.2,1.486,3.833,0.3,0.0,1.5,1.56
1788372152.226,driving,1.265,1.002,0.6,1,31,78,2.775,0.875,-5.4,1.515,3.812,0.3,0.0,1.5,1.56
1788372152.28,driving,1.276,1.002,0.6,1,31,78,2.775,0.875,-5.4,1.505,3.802,0.3,0.0,1.5,1.56
1788372152.339,driving,1.296,1.003,0.6,1,31,78,2.775,0.875,-5.4,1.484,3.781,0.3,0.0,1.5,1.56
1788372152.394,driving,1.306,1.003,0.6,1,31,78,2.775,0.875,-5.4,1.474,3.771,0.3,0.0,1.5,1.56
1788372152.464,driving,1.327,1.003,0.6,2,32,78,2.825,0.875,-5.4,1.504,3.751,0.3,0.0,1.5,1.56
1788372152.53,driving,1.337,1.003,0.6,2,32,78,2.825,0.875,-5.4,1.494,3.74,0.3,0.0,1.5,1.56
1788372152.59,driving,1.353,1.005,1.0,2,32,78,2.825,0.875,-5.8,1.477,3.724,0.3,0.0,1.5,1.56
1788372152.648,driving,1.36,1.006,1.3,3,33,78,2.875,0.875,-6.2,1.521,3.717,0.3,0.0,1.5,1.56
1788372152.702,driving,1.378,1.008,1.6,3,33,78,2.875,0.875,-6.5,1.503,3.7,0.3,0.0,1.5,1.56
1788372152.755,driving,1.388,1.008,1.6,3,33,78,2.875,0.875,-6.5,1.493,3.689,0.3,0.0,1.5,1.56
1788372152.808,driving,1.408,1.009,1.6,3,33,78,2.875,0.875,-6.5,1.473,3.669,0.3,0.0,1.5,1.56
1788372152.863,driving,1.419,1.009,1.6,4,34,78,2.925,0.875,-6.5,1.512,3.659,0.3,0.0,1.5,1.56
1788372152.917,driving,1.439,1.009,1.6,4,34,78,2.925,0.875,-6.5,1.492,3.638,0.3,0.0,1.5,1.56
1788372152.973,driving,1.449,1.01,1.6,4,34,78,2.925,0.875,-6.5,1.482,3.628,0.3,0.0,1.5,1.56
1788372153.027,driving,1.469,1.009,1.5,5,35,78,2.975,0.875,-6.4,1.512,3.608,0.3,0.0,1.5,1.56
1788372153.081,driving,1.479,1.009,1.4,0,30,73,2.975,0.875,-6.3,1.502,3.598,0.3,0.0,1.5,1.56
1788372153.134,driving,1.489,1.009,1.3,0,30,73,2.975,0.875,-6.2,1.492,3.588,0.3,0.0,1.5,1.56
1788372153.192,driving,1.51,1.009,1.3,1,31,73,3.025,0.875,-6.2,1.521,3.568,0.3,0.0,1.5,1.56
1788372153.254,driving,1.52,1.009,1.3,1,31,73,3.025,0.875,-6.2,1.511,3.558,0.3,0.0,1.5,1.56
1788372153.319,driving,1.54,1.01,1.3,1,31,73,3.025,0.875,-6.2,1.491,3.537,0.3,0.0,1.5,1.56
1788372153.378,driving,1.55,1.01,1.3,2,32,73,3.075,0.875,-6.2,1.531,3.527,0.3,0.0,1.5,1.56
1788372153.436,driving,1.571,1.01,1.3,2,32,73,3.075,0.875,-6.2,1.51,3.507,0.3,0.0,1.5,1.56
1788372153.489,driving,1.577,1.01,1.2,2,32,73,3.075,0.875,-6.2,1.504,3.5,0.3,0.0,1.5,1.56
1788372153.543,driving,1.587,1.01,1.0,2,32,73,3.075,0.875,-6.0,1.495,3.491,0.3,0.0,1.5,1.56
1788372153.596,driving,1.595,1.01,1.0,2,32,73,3.075,0.875,-5.9,1.486,3.482,0.3,0.0,1.5,1.56
1788372153.652,driving,1.616,1.011,1.0,3,33,73,3.125,0.875,-5.9,1.516,3.462,0.3,0.0,1.5,1.56
1788372153.705,driving,1.626,1.011,1.0,3,33,73,3.125,0.875,-6.0,1.505,3.452,0.3,0.0,1.5,1.56
1788372153.761,driving,1.646,1.011,1.0,3,33,73,3.125,0.875,-6.0,1.485,3.432,0.3,0.0,1.5,1.56
1788372153.812,driving,1.656,1.011,1.0,4,34,73,3.175,0.875,-6.0,1.525,3.421,0.3,0.0,1.5,1.56
1788372153.864,driving,1.677,1.012,1.0,4,34,73,3.175,0.875,-6.0,1.504,3.401,0.3,0.0,1.5,1.56
1788372153.919,driving,1.679,1.012,1.1,4,34,73,3.175,0.875,-6.1,1.503,3.399,0.3,0.0,1.5,1.56
1788372153.978,driving,1.68,1.014,1.4,4,34,73,3.175,0.875,-6.4,1.501,3.397,0.3,0.0,1.5,1.56
1788372154.038,driving,1.69,1.014,1.4,4,34,73,3.175,0.875,-6.4,1.491,3.388,0.3,0.0,1.5,1.56
1788372154.1,driving,1.7,1.015,1.4,0,30,68,3.225,0.875,-6.4,1.531,3.378,0.3,0.0,1.5,1.56
1788372154.162,driving,1.721,1.015,1.4,0,30,68,3.225,0.875,-6.4,1.511,3.357,0.3,0.0,1.5,1.56
1788372154.215,driving,1.731,1.015,1.4,0,30,68,3.225,0.875,-6.4,1.501,3.347,0.3,0.0,1.5,1.56
1788372154.275,driving,1.751,1.016,1.4,1,31,68,3.275,0.875,-6.4,1.53,3.327,0.3,0.0,1.5,1.56
1788372154.329,driving,1.761,1.016,1.4,1,31,68,3.275,0.875,-6.5,1.52,3.317,0.3,0.0,1.5,1.56
1788372154.383,driving,1.779,1.015,1.3,1,31,68,3.275,0.875,-6.4,1.502,3.298,0.3,0.0,1.5,1.56
1788372154.433,driving,1.788,1.013,1.3,1,31,68,3.275,0.875,-6.3,1.494,3.29,0.3,0.0,1.5,1.56
1788372154.488,driving,1.806,1.012,1.2,2,32,68,3.325,0.875,-6.3,1.525,3.272,0.3,0.0,1.5,1.56
1788372154.54,driving,1.816,1.012,1.2,2,32,68,3.325,0.875,-6.3,1.515,3.261,0.3,0.0,1.5,1.56
1788372154.596,driving,1.837,1.013,1.2,2,32,68,3.325,0.875,-6.3,1.494,3.241,0.3,0.0,1.5,1.56
1788372154.648,driving,1.847,1.013,1.2,2,32,68,3.325,0.875,-6.3,1.484,3.231,0.3,0.0,1.5,1.56
1788372154.704,driving,1.867,1.013,1.2,3,33,68,3.375,0.875,-6.3,1.514,3.211,0.3,0.0,1.5,1.56
1788372154.757,driving,1.878,1.013,1.2,3,33,68,3.375,0.875,-6.3,1.504,3.2,0.3,0.0,1.5,1.56
1788372154.815,driving,1.899,1.011,1.2,3,33,68,3.375,0.875,-6.3,1.483,3.179,0.3,0.0,1.5,1.56
1788372154.877,driving,1.909,1.008,1.2,4,34,68,3.425,0.875,-6.3,1.522,3.169,0.3,0.0,1.5,1.56
1788372154.941,driving,1.93,1.007,1.2,4,34,68,3.425,0.875,-6.3,1.501,3.148,0.3,0.0,1.5,1.56
1788372155.002,driving,1.94,1.008,1.2,4,34,68,3.425,0.875,-6.3,1.491,3.138,0.3,0.0,1.5,1.56
1788372155.057,driving,1.95,1.008,1.2,4,34,68,3.425,0.875,-6.3,1.481,3.127,0.3,0.0,1.5,1.56
1788372155.113,driving,1.971,1.008,1.2,0,30,63,3.475,0.825,-6.3,1.515,3.107,0.3,0.0,1.5,1.56
1788372155.167,driving,1.981,1.009,1.2,0,30,63,3.475,0.825,-6.4,1.505,3.097,0.3,0.0,1.5,1.56
1788372155.22,driving,2.001,1.009,1.2,1,31,63,3.525,0.825,-6.4,1.535,3.077,0.3,0.0,1.5,1.56
1788372155.275,driving,2.013,1.009,1.2,1,31,63,3.525,0.825,-6.5,1.523,3.065,0.3,0.0,1.5,1.56
1788372155.334,driving,2.037,1.009,1.4,1,31,63,3.525,0.825,-6.7,1.499,3.041,0.3,0.0,1.5,1.56
1788372155.388,driving,2.048,1.01,1.4,1,31,63,3.525,0.825,-6.8,1.489,3.03,0.3,0.0,1.5,1.56
1788372155.442,driving,2.068,1.01,1.4,2,32,63,3.575,0.825,-6.8,1.518,3.01,0.3,0.0,1.5,1.56
1788372155.496,driving,2.078,1.01,1.4,2,32,63,3.575,0.825,-6.9,1.508,3.0,0.3,0.0,1.5,1.56
1788372155.55,driving,2.099,1.011,1.4,2,32,63,3.575,0.825,-6.9,1.488,2.979,0.3,0.0,1.5,1.56
1788372155.611,driving,2.109,1.011,1.4,3,33,63,3.625,0.825,-6.9,1.527,2.969,0.3,0.0,1.5,1.56
1788372155.671,driving,2.129,1.012,1.4,3,33,63,3.625,0.825,-7.0,1.507,2.949,0.3,0.0,1.5,1.56
1788372155.734,driving,2.139,1.007,1.1,3,33,63,3.625,0.825,-6.7,1.497,2.939,0.3,0.0,1.5,1.56
1788372155.791,driving,2.158,0.997,0.5,4,34,63,3.675,0.825,-6.1,1.527,2.92,0.3,0.0,1.5,1.56
1788372155.845,driving,2.168,0.996,0.4,4,34,63,3.675,0.825,-6.0,1.517,2.909,0.3,0.0,1.5,1.56
1788372155.898,driving,2.189,0.996,0.4,4,34,63,3.675,0.825,-6.1,1.496,2.889,0.3,0.0,1.5,1.56
1788372155.952,driving,2.199,0.996,0.4,4,34,63,3.675,0.825,-6.1,1.486,2.879,0.3,0.0,1.5,1.56
1788372156.005,driving,2.209,0.996,0.4,5,35,63,3.725,0.825,-6.1,1.526,2.869,0.3,0.0,1.5,1.56
1788372156.058,driving,2.229,0.997,0.4,5,35,63,3.725,0.825,-6.1,1.505,2.848,0.3,0.0,1.5,1.56
1788372156.111,driving,2.24,0.997,0.4,5,35,63,3.725,0.825,-6.2,1.495,2.838,0.3,0.0,1.5,1.56
1788372156.165,driving,2.266,0.998,0.7,0,30,57,3.775,0.775,-6.5,1.525,2.812,0.3,0.0,1.5,1.56
1788372156.219,driving,2.282,0.999,0.9,0,30,57,3.775,0.775,-6.8,1.51,2.796,0.3,0.0,1.5,1.56
1788372156.272,driving,2.308,1.0,1.1,1,31,57,3.825,0.775,-7.0,1.534,2.77,0.3,0.0,1.5,1.56
1788372156.329,driving,2.318,1.001,1.1,1,31,57,3.825,0.775,-7.1,1.524,2.76,0.3,0.0,1.5,1.56
1788372156.391,driving,2.338,1.001,1.1,1,31,57,3.825,0.775,-7.1,1.504,2.74,0.3,0.0,1.5,1.56
1788372156.452,driving,2.348,1.001,1.1,1,31,57,3.825,0.775,-7.2,1.494,2.729,0.3,0.0,1.5,1.56
1788372156.514,driving,2.369,1.001,1.1,2,32,57,3.875,0.775,-7.3,1.523,2.709,0.3,0.0,1.5,1.56
1788372156.572,driving,2.379,1.002,1.1,2,32,57,3.875,0.775,-7.3,1.513,2.699,0.3,0.0,1.5,1.56
1788372156.63,driving,2.404,0.999,0.6,2,32,57,3.875,0.775,-6.9,1.488,2.674,0.3,0.0,1.5,1.56
1788372156.684,driving,2.417,0.998,0.2,3,33,57,3.925,0.775,-6.6,1.524,2.661,0.3,0.0,1.5,1.56
1788372156.739,driving,2.44,0.996,-0.0,3,33,57,3.925,0.775,-6.4,1.502,2.638,0.3,0.0,1.5,1.56
1788372156.794,driving,2.45,0.996,-0.0,3,33,57,3.925,0.775,-6.4,1.492,2.628,0.3,0.0,1.5,1.56
1788372156.849,driving,2.47,0.996,-0.0,4,34,57,3.975,0.775,-6.5,1.521,2.607,0.3,0.0,1.5,1.56
1788372156.901,driving,2.481,0.996,-0.0,4,34,57,3.975,0.775,-6.5,1.511,2.597,0.3,0.0,1.5,1.56
1788372156.951,driving,2.491,0.996,-0.0,4,34,57,3.975,0.775,-6.6,1.501,2.587,0.3,0.0,1.5,1.56
1788372157.004,driving,2.511,0.996,-0.0,4,34,57,3.975,0.775,-6.6,1.48,2.567,0.3,0.0,1.5,1.56
1788372157.057,driving,2.519,0.996,-0.1,5,35,57,4.025,0.775,-6.6,1.522,2.559,0.3,0.0,1.5,1.56
1788372157.111,driving,2.529,0.994,-0.6,5,35,57,4.025,0.775,-6.2,1.512,2.549,0.3,0.0,1.5,1.56
1788372157.178,driving,2.537,0.993,-0.6,0,30,52,4.025,0.675,-6.2,1.522,2.541,0.3,0.0,1.5,1.56
1788372157.24,driving,2.557,0.993,-0.6,1,31,52,4.075,0.675,-6.3,1.551,2.521,0.3,0.0,1.5,1.56
1788372157.301,driving,2.567,0.993,-0.6,1,31,52,4.075,0.675,-6.5,1.541,2.511,0.3,0.0,1.5,1.56
1788372157.363,driving,2.588,0.993,-0.6,1,31,52,4.075,0.675,-6.6,1.521,2.49,0.3,0.0,1.5,1.56
1788372157.416,driving,2.598,0.993,-0.6,1,31,52,4.075,0.675,-6.7,1.511,2.48,0.3,0.0,1.5,1.56
1788372157.468,driving,2.618,0.992,-0.6,2,32,52,4.125,0.675,-6.8,1.54,2.46,0.3,0.0,1.5,1.56
1788372157.523,driving,2.631,0.994,-0.6,2,32,52,4.125,0.675,-7.0,1.528,2.447,0.3,0.0,1.5,1.56
1788372157.579,driving,2.657,0.997,-0.4,2,32,52,4.125,0.675,-7.3,1.503,2.422,0.3,0.0,1.5,1.56
1788372157.632,driving,2.667,0.998,-0.4,3,33,52,4.175,0.675,-7.4,1.542,2.411,0.3,0.0,1.5,1.56
1788372157.684,driving,2.688,0.997,-0.4,3,33,52,4.175,0.675,-7.6,1.522,2.391,0.3,0.0,1.5,1.56
1788372157.737,driving,2.698,0.997,-0.4,3,33,52,4.175,0.675,-7.7,1.512,2.38,0.3,0.0,1.5,1.56
1788372157.788,driving,2.718,0.997,-0.4,4,34,52,4.225,0.675,-7.8,1.541,2.36,0.3,0.0,1.5,1.56
1788372157.843,driving,2.728,0.997,-0.4,4,34,52,4.225,0.675,-7.9,1.531,2.35,0.3,0.0,1.5,1.56
1788372157.899,driving,2.739,0.997,-0.4,4,34,52,4.225,0.675,-8.0,1.521,2.34,0.3,0.0,1.5,1.56
1788372157.971,driving,2.765,0.996,-0.3,5,35,52,4.275,0.675,-8.1,1.544,2.314,0.3,0.0,1.5,1.56
1788372158.034,driving,2.78,0.995,-0.2,5,35,52,4.275,0.675,-8.3,1.528,2.298,0.3,0.0,1.5,1.56
1788372158.096,driving,2.806,0.993,-0.1,5,35,52,4.275,0.675,-8.5,1.503,2.272,0.3,0.0,1.5,1.56
1788372158.169,driving,2.816,0.993,-0.1,6,36,52,4.325,0.675,-8.6,1.542,2.262,0.3,0.0,1.5,1.56
1788372158.232,driving,2.837,0.993,-0.1,0,30,46,4.325,0.675,-8.7,1.522,2.242,0.3,0.0,1.5,1.56
1788372158.291,driving,2.847,0.993,-0.1,0,30,46,4.325,0.675,-8.7,1.512,2.231,0.3,0.0,1.5,1.56
1788372158.346,driving,2.867,0.993,-0.1,1,31,46,4.375,0.675,-8.8,1.541,2.211,0.3,0.0,1.5,1.53
1788372158.399,driving,2.877,0.993,-0.1,1,31,46,4.375,0.675,-8.9,1.531,2.201,0.3,0.0,1.5,1.53
1788372158.451,driving,2.898,0.992,-0.6,1,31,46,4.375,0.675,-8.5,1.511,2.18,0.3,0.0,1.5,1.5
