t,state,x,y,yaw_deg,i0,ci,n,aim_x,aim_y,herr_deg,dist_aim,dist_goal,vx,wz,la,clear
1788371718.837,driving,1.0,1.0,0.0,0,30,83,2.475,0.875,-4.8,1.48,4.077,0.3,0.0,1.5,1.56
1788371718.889,driving,1.0,1.0,0.0,0,30,83,2.475,0.875,-4.8,1.48,4.077,0.3,0.0,1.5,1.56
1788371718.943,driving,1.002,1.0,0.0,0,30,83,2.475,0.875,-4.8,1.478,4.075,0.3,0.0,1.5,1.56
1788371718.997,driving,1.011,1.0,0.0,1,31,83,2.525,0.875,-4.8,1.519,4.065,0.3,0.0,1.5,1.56
1788371719.05,driving,1.019,1.0,0.0,1,31,83,2.525,0.875,-4.8,1.512,4.058,0.3,0.0,1.5,1.56
1788371719.104,driving,1.038,1.0,0.0,1,31,83,2.525,0.875,-4.8,1.493,4.039,0.3,0.0,1.5,1.56
1788371719.155,driving,1.048,1.0,0.0,1,31,83,2.525,0.875,-4.8,1.482,4.029,0.3,0.0,1.5,1.56
1788371719.209,driving,1.068,1.0,0.0,2,32,83,2.575,0.875,-4.8,1.512,4.009,0.3,0.0,1.5,1.56
1788371719.267,driving,1.078,1.0,0.0,2,32,83,2.575,0.875,-4.8,1.502,3.999,0.3,0.0,1.5,1.56
1788371719.333,driving,1.099,1.0,0.0,2,32,83,2.575,0.875,-4.8,1.481,3.978,0.3,0.0,1.5,1.56
1788371719.404,driving,1.109,1.0,0.0,3,33,83,2.625,0.875,-4.8,1.521,3.968,0.3,0.0,1.5,1.56
1788371719.461,driving,1.129,1.0,0.0,3,33,83,2.625,0.875,-4.8,1.501,3.948,0.3,0.0,1.5,1.56
1788371719.524,driving,1.14,1.0,0.0,3,33,83,2.625,0.875,-4.8,1.491,3.937,0.3,0.0,1.5,1.56
1788371719.578,driving,1.16,1.0,0.0,4,34,83,2.675,0.875,-4.8,1.52,3.917,0.3,0.0,1.5,1.56
1788371719.634,driving,1.17,1.0,0.0,4,34,83,2.675,0.875,-4.8,1.51,3.907,0.3,0.0,1.5,1.56
1788371719.685,driving,1.191,1.0,0.0,4,34,83,2.675,0.875,-4.8,1.49,3.886,0.3,0.0,1.5,1.56
1788371719.74,driving,1.201,1.0,0.0,4,34,83,2.675,0.875,-4.8,1.479,3.876,0.3,0.0,1.5,1.56
1788371719.791,driving,1.211,1.0,0.0,5,35,83,2.725,0.875,-4.8,1.519,3.866,0.3,0.0,1.5,1.56
1788371719.848,driving,1.232,1.001,0.2,0,30,78,2.725,0.875,-5.0,1.498,3.845,0.3,0.0,1.5,1.56
1788371719.901,driving,1.244,1.001,0.4,0,30,78,2.725,0.875,-5.2,1.487,3.833,0.3,0.0,1.5,1.56
1788371719.957,driving,1.265,1.002,0.5,1,31,78,2.775,0.875,-5.3,1.515,3.812,0.3,0.0,1.5,1.56
1788371720.012,driving,1.275,1.002,0.5,1,31,78,2.775,0.875,-5.3,1.505,3.802,0.3,0.0,1.5,1.56
1788371720.069,driving,1.296,1.002,0.5,1,31,78,2.775,0.875,-5.3,1.485,3.781,0.3,0.0,1.5,1.56
1788371720.126,driving,1.306,1.002,0.5,1,31,78,2.775,0.875,-5.3,1.475,3.771,0.3,0.0,1.5,1.56
1788371720.183,driving,1.326,1.003,0.5,2,32,78,2.825,0.875,-5.3,1.504,3.751,0.3,0.0,1.5,1.56
1788371720.245,driving,1.336,1.003,0.5,2,32,78,2.825,0.875,-5.4,1.494,3.741,0.3,0.0,1.5,1.56
1788371720.307,driving,1.352,1.004,0.8,2,32,78,2.825,0.875,-5.7,1.478,3.725,0.3,0.0,1.5,1.56
1788371720.362,driving,1.359,1.005,1.1,3,33,78,2.875,0.875,-5.9,1.522,3.718,0.3,0.0,1.5,1.56
1788371720.417,driving,1.377,1.006,1.3,3,33,78,2.875,0.875,-6.1,1.504,3.701,0.3,0.0,1.5,1.56
1788371720.468,driving,1.387,1.006,1.3,3,33,78,2.875,0.875,-6.1,1.494,3.69,0.3,0.0,1.5,1.56
1788371720.52,driving,1.407,1.007,1.3,3,33,78,2.875,0.875,-6.1,1.474,3.67,0.3,0.0,1.5,1.56
1788371720.574,driving,1.418,1.007,1.3,4,34,78,2.925,0.875,-6.1,1.513,3.66,0.3,0.0,1.5,1.56
1788371720.63,driving,1.438,1.007,1.3,4,34,78,2.925,0.875,-6.1,1.493,3.64,0.3,0.0,1.5,1.56
1788371720.682,driving,1.448,1.008,1.3,4,34,78,2.925,0.875,-6.1,1.483,3.629,0.3,0.0,1.5,1.56
1788371720.741,driving,1.458,1.008,1.3,4,34,78,2.925,0.875,-6.2,1.473,3.619,0.3,0.0,1.5,1.56
1788371720.796,driving,1.479,1.009,1.3,5,35,78,2.975,0.875,-6.2,1.502,3.598,0.3,0.0,1.5,1.56
1788371720.847,driving,1.49,1.009,1.3,5,35,78,2.975,0.875,-6.2,1.491,3.588,0.3,0.0,1.5,1.56
1788371720.908,driving,1.51,1.01,1.3,1,31,73,3.025,0.875,-6.2,1.521,3.567,0.3,0.0,1.5,1.56
1788371720.968,driving,1.52,1.01,1.3,1,31,73,3.025,0.875,-6.2,1.511,3.557,0.3,0.0,1.5,1.56
1788371721.028,driving,1.541,1.011,1.3,1,31,73,3.025,0.875,-6.2,1.49,3.537,0.3,0.0,1.5,1.56
1788371721.084,driving,1.551,1.011,1.3,2,32,73,3.075,0.875,-6.2,1.53,3.527,0.3,0.0,1.5,1.56
1788371721.136,driving,1.571,1.011,1.3,2,32,73,3.075,0.875,-6.2,1.51,3.506,0.3,0.0,1.5,1.56
1788371721.186,driving,1.58,1.01,1.1,2,32,73,3.075,0.875,-6.1,1.501,3.497,0.3,0.0,1.5,1.56
1788371721.24,driving,1.598,1.007,0.6,2,32,73,3.075,0.875,-5.5,1.483,3.48,0.3,0.0,1.5,1.56
1788371721.301,driving,1.608,1.007,0.5,3,33,73,3.125,0.875,-5.4,1.523,3.47,0.3,0.0,1.5,1.56
1788371721.365,driving,1.628,1.007,0.5,3,33,73,3.125,0.875,-5.5,1.503,3.449,0.3,0.0,1.5,1.56
1788371721.427,driving,1.638,1.007,0.5,3,33,73,3.125,0.875,-5.5,1.493,3.439,0.3,0.0,1.5,1.56
1788371721.481,driving,1.659,1.007,0.5,4,34,73,3.175,0.875,-5.5,1.522,3.419,0.3,0.0,1.5,1.56
1788371721.539,driving,1.669,1.007,0.5,4,34,73,3.175,0.875,-5.5,1.512,3.409,0.3,0.0,1.5,1.56
1788371721.593,driving,1.689,1.008,0.5,4,34,73,3.175,0.875,-5.5,1.492,3.388,0.3,0.0,1.5,1.56
1788371721.646,driving,1.692,1.009,0.7,4,34,73,3.175,0.875,-5.7,1.489,3.385,0.3,0.0,1.5,1.56
1788371721.717,driving,1.695,1.01,0.9,4,34,73,3.175,0.875,-5.9,1.487,3.383,0.3,0.0,1.5,1.56
1788371721.786,driving,1.707,1.011,1.1,5,35,73,3.225,0.875,-6.1,1.524,3.371,0.3,0.0,1.5,1.56
1788371721.851,driving,1.717,1.011,1.1,5,35,73,3.225,0.875,-6.1,1.514,3.36,0.3,0.0,1.5,1.56
1788371721.908,driving,1.738,1.012,1.1,0,30,68,3.225,0.875,-6.1,1.493,3.34,0.3,0.0,1.5,1.56
1788371721.961,driving,1.748,1.012,1.1,1,31,68,3.275,0.875,-6.1,1.533,3.33,0.3,0.0,1.5,1.56
1788371722.014,driving,1.768,1.012,1.1,1,31,68,3.275,0.875,-6.1,1.513,3.309,0.3,0.0,1.5,1.56
1788371722.065,driving,1.779,1.013,1.1,1,31,68,3.275,0.875,-6.1,1.503,3.299,0.3,0.0,1.5,1.56
1788371722.119,driving,1.798,1.013,1.1,1,31,68,3.275,0.875,-6.1,1.484,3.28,0.3,0.0,1.5,1.56
1788371722.17,driving,1.807,1.014,1.1,2,32,68,3.325,0.875,-6.1,1.524,3.271,0.3,0.0,1.5,1.56
1788371722.225,driving,1.827,1.014,1.1,2,32,68,3.325,0.875,-6.1,1.505,3.251,0.3,0.0,1.5,1.56
1788371722.279,driving,1.837,1.014,1.1,2,32,68,3.325,0.875,-6.1,1.495,3.241,0.3,0.0,1.5,1.56
1788371722.338,driving,1.857,1.015,1.1,3,33,68,3.375,0.875,-6.1,1.524,3.221,0.3,0.0,1.5,1.56
1788371722.391,driving,1.867,1.015,1.1,3,33,68,3.375,0.875,-6.1,1.514,3.211,0.3,0.0,1.5,1.56
1788371722.449,driving,1.888,1.015,1.1,3,33,68,3.375,0.875,-6.1,1.494,3.19,0.3,0.0,1.5,1.56
1788371722.508,driving,1.898,1.015,1.1,3,33,68,3.375,0.875,-6.1,1.484,3.18,0.3,0.0,1.5,1.56
1788371722.569,driving,1.919,1.012,1.0,4,34,68,3.425,0.875,-6.0,1.512,3.159,0.3,0.0,1.5,1.56
1788371722.626,driving,1.929,1.01,0.9,4,34,68,3.425,0.875,-6.0,1.502,3.149,0.3,0.0,1.5,1.56
1788371722.682,driving,1.94,1.008,0.9,4,34,68,3.425,0.875,-5.9,1.491,3.138,0.3,0.0,1.5,1.56
