volta,goals_ok,goals,colisoes,raspoes,folga_min_m,tempo_s,dist_m,v_media_pct,v_media_andando,v_max,parado_s,unstuck_s,freio_s,min_scan_m,falhas_plano,recoveries,naochegou
destemido2,6,8,,,,926.7,151.8,0.164,0.167,0.3,69.9,217.0,17.2,0.252,2,3,3:TIMEOUT;6:TIMEOUT
