volta,goals_ok,goals,colisoes,raspoes,folga_min_m,tempo_s,dist_m,v_media_pct,v_media_andando,v_max,parado_s,unstuck_s,freio_s,min_scan_m,falhas_plano,recoveries,naochegou
destemido,8,8,,,,800.4,140.4,0.175,0.18,0.3,61.8,27.1,60.3,0.275,4,2,
