volta,goals_ok,goals,colisoes,raspoes,folga_min_m,tempo_s,dist_m,v_media_pct,v_media_andando,v_max,parado_s,unstuck_s,freio_s,min_scan_m,falhas_plano,recoveries,naochegou
destemido3,6,8,,,,752.2,137.2,0.182,0.19,0.3,7.1,4.5,4.9,0.245,19,7,3:TIMEOUT;5:CANCELADO
