volta,goals_ok,goals,colisoes,raspoes,folga_min_m,tempo_s,dist_m,v_media_pct,v_media_andando,v_max,parado_s,unstuck_s,freio_s,min_scan_m,falhas_plano,recoveries,naochegou
v60c1,8,8,1,2,-0.0,685.2,150.7,0.22,0.237,0.6,16.5,3.5,7.0,0.267,3,2,
