t,cmd_vx,cmd_wz,odom_vx,odom_wz,imu_wz,yaw_deg,x,y
3.599,0.25,0.0,0.2533,0.026,-0.026,2.28,6.7426,0.2952
3.62,0.25,0.0,0.2533,0.026,-0.018,2.31,6.7476,0.2959
3.64,0.25,0.0,0.1911,0.018,-0.018,2.33,6.7514,0.2965
3.66,0.25,0.0,0.1911,0.018,-0.012,2.35,6.7551,0.2971
3.681,0.25,0.0,0.2533,0.012,-0.018,2.37,6.7601,0.2979
3.701,0.25,0.0,0.2619,0.018,-0.018,2.39,6.7653,0.2987
3.722,0.25,0.0,0.2619,0.018,-0.011,2.41,6.7705,0.2995
3.743,0.25,0.0,0.2533,0.011,-0.011,2.42,6.7755,0.3003
3.763,0.25,0.0,0.2533,0.011,-0.017,2.44,6.7805,0.3011
3.783,0.25,0.0,0.2598,0.017,-0.021,2.45,6.7856,0.3019
3.804,0.25,0.0,0.2769,0.021,-0.021,2.48,6.7911,0.3028
3.825,0.25,0.0,0.2769,0.021,-0.02,2.5,6.7966,0.3037
3.845,0.25,0.0,0.2576,0.02,-0.02,2.53,6.8017,0.3045
3.866,0.25,0.0,0.2576,0.02,-0.013,2.55,6.8068,0.3053
3.886,0.25,0.0,0.2598,0.013,-0.03,2.56,6.8119,0.3061
3.907,0.25,0.0,0.2598,0.03,-0.03,2.6,6.817,0.307
3.927,0.25,0.0,0.2598,0.03,-0.027,2.63,6.8221,0.3078
3.948,0.25,0.0,0.2576,0.027,-0.027,2.66,6.8272,0.3086
3.971,0.25,0.0,0.2598,0.013,-0.013,2.71,6.8374,0.3103
3.999,0.25,0.0,0.2598,0.013,-0.019,2.72,6.8426,0.3111
4.02,0.25,0.0,0.1889,0.019,-0.021,2.75,6.8463,0.3117
4.04,0.25,0.0,0.2576,0.021,-0.021,2.77,6.8514,0.3126
4.061,0.25,0.0,0.2576,0.021,-0.018,2.79,6.8565,0.3134
4.081,0.25,0.0,0.2812,0.018,-0.018,2.81,6.862,0.3143
4.102,0.25,0.0,0.2812,0.018,-0.02,2.83,6.8676,0.3152
4.122,0.25,0.0,0.2533,0.02,-0.019,2.86,6.8726,0.3161
4.142,0.25,0.0,0.2598,0.019,-0.019,2.88,6.8777,0.3169
4.163,0.25,0.0,0.2598,0.019,0.0,2.9,6.8828,0.3178
4.183,0.25,0.0,0.2533,-0.0,0.0,2.9,6.8878,0.3186
4.204,0.25,0.0,0.2533,-0.0,0.003,2.9,6.8928,0.3194
4.224,0.25,0.0,0.2555,-0.003,-0.015,2.9,6.8978,0.3203
4.245,0.25,0.0,0.2512,0.015,-0.015,2.92,6.9028,0.3211
4.266,0.25,0.0,0.2512,0.015,-0.003,2.93,6.9077,0.3219
4.286,0.25,0.0,0.2576,0.003,-0.003,2.94,6.9128,0.3228
4.307,0.25,0.0,0.2576,0.003,0.001,2.94,6.9179,0.3236
4.327,0.25,0.0,0.2533,-0.001,0.0,2.94,6.9229,0.3245
4.348,0.25,0.0,0.2598,-0.0,0.0,2.94,6.928,0.3253
4.371,0.25,0.0,0.2512,0.001,-0.001,2.94,6.9381,0.327
4.391,0.25,0.0,0.2512,0.001,-0.001,2.94,6.9381,0.327
4.412,0.25,0.0,0.2576,0.01,-0.01,2.95,6.9482,0.3287
4.433,0.25,0.0,0.3242,0.003,-0.003,2.96,6.9545,0.3298
4.458,0.25,0.0,0.3242,0.003,-0.013,2.96,6.9609,0.3309
4.478,0.25,0.0,0.2641,0.013,-0.013,2.97,6.9661,0.3317
4.499,0.25,0.0,0.2641,0.013,-0.002,2.99,6.9713,0.3326
4.519,0.25,0.0,0.2555,0.002,0.001,2.99,6.9764,0.3335
4.54,0.25,0.0,0.2576,-0.001,0.001,2.99,6.9814,0.3343
4.56,0.25,0.0,0.2576,-0.001,-0.006,2.99,6.9865,0.3352
4.581,0.25,0.0,0.2512,0.006,-0.006,3.0,6.9915,0.336
4.601,0.25,0.0,0.2512,0.006,-0.012,3.0,6.9964,0.3368
4.622,0.25,0.0,0.2555,0.012,-0.012,3.02,7.0015,0.3377
4.642,0.25,0.0,0.2555,0.012,-0.004,3.03,7.0065,0.3386
4.663,0.25,0.0,0.1846,0.004,-0.007,3.03,7.0102,0.3392
4.683,0.25,0.0,0.2555,0.007,-0.007,3.04,7.0152,0.34
4.704,0.25,0.0,0.2555,0.007,-0.002,3.05,7.0202,0.3409
4.725,0.25,0.0,0.2726,0.002,-0.002,3.05,7.0256,0.3418
4.745,0.25,0.0,0.2726,0.002,0.003,3.06,7.031,0.3427
4.766,0.25,0.0,0.1868,-0.003,0.002,3.05,7.0347,0.3433
4.786,0.25,0.0,0.2576,-0.002,0.002,3.05,7.0397,0.3442
4.807,0.25,0.0,0.2576,-0.002,-0.005,3.05,7.0448,0.345
4.827,0.25,0.0,0.3199,0.005,-0.005,3.05,7.0511,0.3461
4.848,0.25,0.0,0.3199,0.005,-0.008,3.06,7.0574,0.3472
4.868,0.25,0.0,0.2533,0.008,-0.013,3.07,7.0624,0.348
4.889,0.25,0.0,0.2576,0.013,-0.013,3.08,7.0675,0.3489
4.911,0.25,0.0,0.2619,0.016,-0.016,3.12,7.0777,0.3506
4.934,0.25,0.0,0.2619,0.016,-0.016,3.13,7.0829,0.3515
4.956,0.25,0.0,0.2555,0.003,-0.004,3.14,7.0879,0.3524
4.977,0.25,0.0,0.2533,0.004,-0.004,3.14,7.0929,0.3532
4.997,0.25,0.0,0.2533,0.004,0.001,3.15,7.0979,0.3541
5.017,0.25,0.0,0.1846,-0.001,0.001,3.15,7.1016,0.3547
5.038,0.25,0.0,0.1846,-0.001,-0.001,3.14,7.1052,0.3553
5.058,0.25,0.0,0.249,0.001,-0.011,3.15,7.1101,0.3562
5.079,0.25,0.0,0.249,0.011,-0.011,3.16,7.115,0.357
5.099,0.25,0.0,0.249,0.011,-0.004,3.17,7.12,0.3579
5.12,0.25,0.0,0.2576,0.004,-0.004,3.18,7.125,0.3587
5.14,0.25,0.0,0.2576,0.004,0.004,3.18,7.1301,0.3596
5.16,0.25,0.0,0.1911,-0.004,-0.014,3.18,7.1339,0.3603
5.181,0.25,0.0,0.2447,0.014,-0.014,3.19,7.1387,0.3611
5.201,0.25,0.0,0.2447,0.014,0.004,3.21,7.1435,0.3619
5.222,0.25,0.0,0.2726,-0.004,0.004,3.2,7.1489,0.3629
5.242,0.25,0.0,0.2726,-0.004,-0.003,3.2,7.1543,0.3638
5.263,0.25,0.0,0.249,0.003,-0.003,3.2,7.1592,0.3646
5.283,0.25,0.0,0.249,0.003,-0.004,3.21,7.1641,0.3655
5.303,0.25,0.0,0.2598,0.004,-0.008,3.21,7.1692,0.3664
5.324,0.25,0.0,0.2598,0.008,-0.008,3.22,7.1743,0.3672
5.344,0.25,0.0,0.2598,0.008,-0.006,3.23,7.1794,0.3681
5.365,0.25,0.0,0.249,0.006,-0.006,3.24,7.1843,0.369
5.385,0.25,0.0,0.249,0.006,-0.002,3.24,7.1893,0.3698
5.406,0.25,0.0,0.249,0.002,0.004,3.24,7.1942,0.3707
5.426,0.25,0.0,0.1868,-0.004,0.004,3.24,7.1978,0.3713
5.447,0.25,0.0,0.1868,-0.004,-0.008,3.24,7.2015,0.3719
5.467,0.25,0.0,0.249,0.008,-0.008,3.24,7.2064,0.3728
5.488,0.25,0.0,0.249,0.008,0.005,3.25,7.2113,0.3736
5.508,0.25,0.0,0.2598,-0.005,0.0,3.25,7.2164,0.3745
5.529,0.25,0.0,0.2555,-0.0,0.0,3.25,7.2215,0.3754
5.551,0.25,0.0,0.2404,0.004,-0.004,3.25,7.2313,0.3771
5.572,0.25,0.0,0.2404,0.004,-0.004,3.25,7.2313,0.3771
5.594,0.25,0.0,0.2512,0.002,0.006,3.26,7.2409,0.3788
5.615,0.25,0.0,0.2555,-0.006,0.006,3.25,7.246,0.3796
5.637,0.25,0.0,0.2555,-0.006,-0.007,3.25,7.251,0.3805
5.657,0.25,0.0,0.2533,0.007,-0.007,3.25,7.256,0.3814
5.679,0.25,0.0,0.2533,0.007,0.0,3.26,7.261,0.3822
5.699,0.25,0.0,0.2555,-0.0,0.001,3.26,7.266,0.3831
5.719,0.25,0.0,0.2576,-0.001,0.001,3.26,7.2711,0.384
5.74,0.25,0.0,0.2576,-0.001,-0.003,3.26,7.2762,0.3849
5.76,0.25,0.0,0.2576,0.003,-0.003,3.26,7.2813,0.3858
5.781,0.25,0.0,0.2576,0.003,-0.002,3.27,7.2864,0.3866
5.801,0.25,0.0,0.2576,0.002,-0.007,3.27,7.2914,0.3875
5.822,0.25,0.0,0.2598,0.007,-0.007,3.28,7.2965,0.3884
5.842,0.25,0.0,0.2598,0.007,0.002,3.28,7.3017,0.3893
5.863,0.25,0.0,0.2812,-0.002,0.002,3.28,7.3072,0.3903
5.883,0.25,0.0,0.2812,-0.002,-0.005,3.28,7.3127,0.3912
5.904,0.25,0.0,0.2555,0.005,-0.005,3.29,7.3178,0.3921
5.924,0.25,0.0,0.2555,0.005,0.001,3.29,7.3228,0.393
5.944,0.25,0.0,0.2555,-0.001,0.003,3.29,7.3278,0.3938
5.965,0.25,0.0,0.2576,-0.003,0.003,3.29,7.3329,0.3947
5.985,0.25,0.0,0.2576,-0.003,-0.003,3.28,7.338,0.3956
6.006,0.25,0.0,0.2598,0.003,-0.003,3.29,7.3431,0.3965
6.026,0.25,0.0,0.2598,0.003,-0.012,3.29,7.3482,0.3974
6.047,0.25,0.0,0.2619,0.012,-0.004,3.3,7.3534,0.3983
6.067,0.25,0.0,0.2576,0.004,-0.004,3.31,7.3585,0.3992
6.088,0.25,0.0,0.2576,0.004,-0.024,3.31,7.3635,0.4001
6.108,0.25,0.0,0.1932,0.024,-0.024,3.34,7.3673,0.4007
6.131,0.25,0.0,0.3306,-0.015,0.015,3.35,7.3777,0.4025
6.152,0.25,0.0,0.2791,0.01,-0.01,3.36,7.3832,0.4035
6.176,0.25,0.0,0.2791,0.01,-0.004,3.37,7.3887,0.4045
6.196,0.25,0.0,0.1932,-0.005,0.005,3.37,7.3925,0.4051
6.217,0.25,0.0,0.1932,-0.005,-0.002,3.36,7.3963,0.4058
6.237,0.25,0.0,0.3349,0.002,0.01,3.36,7.4029,0.4069
6.258,0.25,0.0,0.2898,-0.01,0.01,3.35,7.4086,0.408
6.278,0.25,0.0,0.2898,-0.01,-0.008,3.34,7.4143,0.409
6.298,0.25,0.0,0.2598,0.008,-0.008,3.35,7.4194,0.4098
6.319,0.25,0.0,0.2598,0.008,-0.012,3.36,7.4245,0.4107
6.339,0.25,0.0,0.1975,0.012,0.002,3.37,7.4284,0.4114
6.36,0.25,0.0,0.2683,-0.002,0.002,3.37,7.4337,0.4123
6.38,0.25,0.0,0.2683,-0.002,-0.004,3.37,7.439,0.4133
6.4,0.25,0.0,0.3349,0.004,-0.004,3.37,7.4456,0.4144
6.421,0.25,0.0,0.3349,0.004,-0.011,3.38,7.4522,0.4156
6.441,0.25,0.0,0.2748,0.011,-0.006,3.39,7.4576,0.4165
6.462,0.25,0.0,0.1954,0.006,-0.006,3.4,7.4614,0.4172
6.482,0.25,0.0,0.1954,0.006,0.001,3.4,7.4653,0.4179
6.503,0.25,0.0,0.2555,-0.001,0.001,3.4,7.4703,0.4188
6.523,0.25,0.0,0.2555,-0.001,-0.005,3.4,7.4754,0.4197
6.544,0.25,0.0,0.2855,0.005,-0.005,3.41,7.481,0.4207
6.564,0.25,0.0,0.2855,0.005,-0.003,3.41,7.4866,0.4216
6.585,0.25,0.0,0.1975,0.003,-0.003,3.42,7.4905,0.4223
6.605,0.25,0.0,0.1975,0.003,-0.009,3.42,7.4944,0.423
6.626,0.25,0.0,0.2662,0.009,-0.004,3.43,7.4996,0.4239
6.646,0.25,0.0,0.2662,0.004,-0.004,3.44,7.5049,0.4249
6.667,0.25,0.0,0.2662,0.004,-0.015,3.44,7.5101,0.4258
6.687,0.25,0.0,0.2598,0.015,-0.009,3.46,7.5152,0.4267
6.708,0.25,0.0,0.1889,0.009,-0.009,3.47,7.5189,0.4274
6.731,0.25,0.0,0.3327,0.008,-0.008,3.49,7.5292,0.4292
6.756,0.25,0.0,0.3327,0.008,0.001,3.5,7.5358,0.4303
6.777,0.25,0.0,0.2576,-0.001,0.003,3.5,7.5408,0.4312
6.798,0.25,0.0,0.2619,-0.003,0.003,3.49,7.546,0.4322
6.818,0.25,0.0,0.2619,-0.003,-0.011,3.49,7.5512,0.4331
6.838,0.25,0.0,0.2705,0.011,-0.011,3.5,7.5565,0.434
6.859,0.25,0.0,0.2705,0.011,-0.004,3.51,7.5618,0.435
6.879,0.25,0.0,0.2619,0.004,-0.004,3.52,7.567,0.4359
6.9,0.25,0.0,0.322,0.004,-0.004,3.52,7.5733,0.437
6.92,0.25,0.0,0.322,0.004,-0.004,3.53,7.5797,0.4381
6.941,0.25,0.0,0.322,0.004,-0.004,3.53,7.586,0.4393
6.961,0.25,0.0,0.2641,0.004,-0.004,3.54,7.5912,0.4402
6.981,0.25,0.0,0.2662,0.004,-0.003,3.54,7.5964,0.4411
7.002,0.25,0.0,0.2641,0.003,-0.003,3.54,7.6016,0.4421
7.022,0.25,0.0,0.2641,0.003,-0.006,3.55,7.6068,0.443
7.043,0.25,0.0,0.2619,0.006,-0.006,3.55,7.612,0.4439
7.063,0.25,0.0,0.2619,0.006,-0.014,3.56,7.6171,0.4448
7.084,0.25,0.0,0.2641,0.014,-0.014,3.58,7.6223,0.4458
7.104,0.25,0.0,0.2641,0.014,-0.002,3.59,7.6275,0.4467
7.125,0.25,0.0,0.2662,0.002,-0.006,3.6,7.6328,0.4476
7.145,0.25,0.0,0.3263,0.006,-0.006,3.6,7.6392,0.4488
7.165,0.25,0.0,0.3263,0.006,-0.011,3.61,7.6456,0.4499
7.186,0.25,0.0,0.2662,0.011,-0.011,3.62,7.6508,0.4509
7.206,0.25,0.0,0.2662,0.011,-0.003,3.64,7.6561,0.4518
7.227,0.25,0.0,0.1975,0.003,-0.003,3.64,7.66,0.4525
7.247,0.25,0.0,0.2641,0.003,-0.003,3.64,7.6652,0.4535
7.268,0.25,0.0,0.2641,0.003,0.0,3.65,7.6704,0.4544
7.288,0.25,0.0,0.2748,-0.0,0.0,3.65,7.6758,0.4554
7.311,0.25,0.0,0.2641,0.008,-0.008,3.65,7.6864,0.4573
7.332,0.25,0.0,0.1932,0.007,-0.007,3.66,7.6902,0.458
7.357,0.25,0.0,0.1932,0.007,-0.007,3.67,7.694,0.4587
7.378,0.25,0.0,0.3285,0.004,-0.004,3.68,7.7005,0.4598
7.399,0.25,0.0,0.3285,0.004,-0.003,3.68,7.7069,0.461
7.42,0.25,0.0,0.2683,0.004,-0.004,3.68,7.7122,0.462
7.44,0.25,0.0,0.2683,0.004,-0.002,3.69,7.7175,0.4629
7.461,0.25,0.0,0.1996,0.002,-0.002,3.69,7.7214,0.4636
7.481,0.25,0.0,0.1996,0.002,-0.006,3.69,7.7254,0.4643
7.502,0.25,0.0,0.1975,0.006,-0.006,3.7,7.7292,0.465
7.522,0.25,0.0,0.1975,0.006,-0.015,3.71,7.7331,0.4658
7.542,0.25,0.0,0.2683,0.015,-0.016,3.72,7.7384,0.4667
7.563,0.25,0.0,0.2748,0.016,-0.016,3.74,7.7438,0.4677
7.583,0.25,0.0,0.2748,0.016,-0.009,3.76,7.7492,0.4687
