t,cmd_vx,cmd_wz,odom_vx,odom_wz,imu_wz,yaw_deg,x,y
0.891,0.25,0.0,0.3349,-0.01,0.01,-0.0,0.2467,-0.0208
0.912,0.25,0.0,0.3349,-0.01,-0.004,-0.01,0.2534,-0.021
0.932,0.25,0.0,0.2683,0.004,-0.004,-0.01,0.2587,-0.0212
0.953,0.25,0.0,0.2683,0.004,0.007,-0.0,0.2641,-0.0214
0.973,0.25,0.0,0.1975,-0.007,-0.005,-0.01,0.268,-0.0216
0.994,0.25,0.0,0.2662,0.005,-0.005,-0.01,0.2734,-0.0218
1.014,0.25,0.0,0.2662,0.005,-0.002,-0.0,0.2787,-0.022
1.035,0.25,0.0,0.2941,0.002,-0.002,0.0,0.2846,-0.0222
1.055,0.25,0.0,0.2941,0.002,0.002,0.0,0.2904,-0.0225
1.076,0.25,0.0,0.2705,-0.002,0.004,0.0,0.2958,-0.0227
1.096,0.25,0.0,0.1996,-0.004,0.004,-0.0,0.2998,-0.0228
1.116,0.25,0.0,0.1996,-0.004,-0.004,-0.01,0.3038,-0.023
1.137,0.25,0.0,0.2662,0.004,-0.004,-0.0,0.3091,-0.0232
1.158,0.25,0.0,0.2662,0.004,-0.007,0.0,0.3145,-0.0234
1.178,0.25,0.0,0.2683,0.007,0.014,0.01,0.3198,-0.0236
1.199,0.25,0.0,0.2705,-0.014,0.014,-0.01,0.3252,-0.0238
1.219,0.25,0.0,0.2705,-0.014,-0.004,-0.02,0.3306,-0.024
1.24,0.25,0.0,0.2683,0.004,-0.004,-0.02,0.336,-0.0242
1.26,0.25,0.0,0.2683,0.004,0.002,-0.01,0.3414,-0.0244
1.281,0.25,0.0,0.3327,-0.002,0.002,-0.02,0.348,-0.0247
1.301,0.25,0.0,0.3327,-0.002,-0.001,-0.02,0.3547,-0.0249
1.322,0.25,0.0,0.2662,0.001,0.005,-0.02,0.36,-0.0251
1.342,0.25,0.0,0.2619,-0.005,0.005,-0.02,0.3652,-0.0253
1.363,0.25,0.0,0.2619,-0.005,-0.002,-0.03,0.3704,-0.0255
1.385,0.25,0.0,0.2769,-0.004,0.004,-0.03,0.3812,-0.026
1.406,0.25,0.0,0.2769,-0.004,0.004,-0.03,0.3812,-0.026
1.426,0.25,0.0,0.2683,-0.008,0.008,-0.04,0.3921,-0.0264
1.449,0.25,0.0,0.2683,-0.008,0.008,-0.05,0.3975,-0.0266
1.469,0.25,0.0,0.1996,0.006,-0.006,-0.05,0.4015,-0.0267
1.49,0.25,0.0,0.1996,0.006,0.004,-0.05,0.4015,-0.0267
1.51,0.25,0.0,0.337,-0.005,-0.003,-0.05,0.4122,-0.0272
1.531,0.25,0.0,0.2791,0.003,-0.003,-0.04,0.4178,-0.0274
1.551,0.25,0.0,0.2791,0.003,-0.008,-0.04,0.4234,-0.0276
1.572,0.25,0.0,0.2683,0.008,-0.008,-0.03,0.4287,-0.0278
1.593,0.25,0.0,0.2683,0.008,-0.003,-0.02,0.4341,-0.028
1.614,0.25,0.0,0.2726,0.003,-0.003,-0.02,0.4395,-0.0282
1.634,0.25,0.0,0.2726,0.003,0.002,-0.01,0.445,-0.0284
1.655,0.25,0.0,0.2705,-0.002,0.002,-0.02,0.4504,-0.0286
1.675,0.25,0.0,0.2748,-0.002,0.002,-0.02,0.4559,-0.0289
1.696,0.25,0.0,0.2748,-0.002,-0.003,-0.02,0.4614,-0.0291
1.716,0.25,0.0,0.2061,0.003,0.002,-0.02,0.4655,-0.0292
1.737,0.25,0.0,0.2748,-0.002,0.002,-0.02,0.471,-0.0294
1.757,0.25,0.0,0.2748,-0.002,-0.001,-0.02,0.4765,-0.0297
1.778,0.25,0.0,0.2984,0.001,-0.001,-0.02,0.4825,-0.0299
1.798,0.25,0.0,0.2984,0.001,-0.005,-0.02,0.4884,-0.0301
1.819,0.25,0.0,0.2726,0.005,-0.005,-0.01,0.4938,-0.0303
1.839,0.25,0.0,0.2726,0.005,-0.002,-0.01,0.4993,-0.0305
1.86,0.25,0.0,0.1975,0.002,-0.002,-0.01,0.5032,-0.0307
1.88,0.25,0.0,0.1975,0.002,-0.016,-0.0,0.5072,-0.0308
1.901,0.25,0.0,0.3327,0.016,-0.006,0.01,0.5138,-0.0311
1.921,0.25,0.0,0.2683,0.006,-0.011,0.02,0.5192,-0.0313
1.942,0.25,0.0,0.1996,0.011,-0.011,0.03,0.5232,-0.0314
1.962,0.25,0.0,0.1996,0.011,-0.01,0.05,0.5272,-0.0316
1.983,0.25,0.0,0.2662,0.01,-0.01,0.06,0.5325,-0.0318
2.005,0.25,0.0,0.3306,0.011,-0.011,0.08,0.5444,-0.0322
2.031,0.25,0.0,0.3306,0.011,-0.018,0.09,0.551,-0.0325
2.052,0.25,0.0,0.2641,0.018,-0.021,0.12,0.5563,-0.0327
2.072,0.25,0.0,0.2662,0.021,-0.021,0.14,0.5616,-0.0329
2.092,0.25,0.0,0.2662,0.021,-0.027,0.16,0.567,-0.033
2.113,0.25,0.0,0.2619,0.027,-0.027,0.19,0.5722,-0.0332
2.133,0.25,0.0,0.2619,0.027,-0.011,0.23,0.5774,-0.0334
2.154,0.25,0.0,0.2855,0.011,-0.011,0.24,0.5831,-0.0336
2.174,0.25,0.0,0.2855,0.011,-0.014,0.25,0.5889,-0.0338
2.195,0.25,0.0,0.2598,0.014,-0.018,0.27,0.594,-0.034
2.215,0.25,0.0,0.1975,0.018,-0.018,0.29,0.598,-0.0341
2.235,0.25,0.0,0.1975,0.018,-0.011,0.31,0.6019,-0.0342
2.256,0.25,0.0,0.2576,0.011,-0.028,0.32,0.6071,-0.0344
2.276,0.25,0.0,0.2834,0.028,-0.028,0.35,0.6127,-0.0346
2.297,0.25,0.0,0.2834,0.028,-0.028,0.38,0.6184,-0.0348
2.317,0.25,0.0,0.2834,0.028,-0.014,0.42,0.6241,-0.0349
2.337,0.25,0.0,0.2576,0.014,-0.016,0.43,0.6292,-0.0351
2.358,0.25,0.0,0.2683,0.016,-0.016,0.45,0.6346,-0.0353
2.378,0.25,0.0,0.2683,0.016,-0.021,0.47,0.6399,-0.0354
2.399,0.25,0.0,0.3263,0.021,-0.018,0.49,0.6465,-0.0356
2.419,0.25,0.0,0.2683,0.018,-0.018,0.51,0.6518,-0.0358
2.44,0.25,0.0,0.2683,0.018,-0.005,0.53,0.6572,-0.0359
2.46,0.25,0.0,0.1932,0.005,-0.005,0.54,0.6611,-0.0361
2.481,0.25,0.0,0.1932,0.005,-0.005,0.55,0.6649,-0.0362
2.501,0.25,0.0,0.2683,0.005,-0.005,0.55,0.6703,-0.0363
2.522,0.25,0.0,0.2683,0.005,-0.019,0.56,0.6757,-0.0365
2.542,0.25,0.0,0.2877,0.019,-0.019,0.58,0.6814,-0.0366
2.563,0.25,0.0,0.2877,0.019,-0.019,0.6,0.6872,-0.0368
2.583,0.25,0.0,0.2641,0.019,-0.015,0.62,0.6924,-0.0369
2.604,0.25,0.0,0.1996,0.015,-0.015,0.64,0.6964,-0.0371
2.625,0.25,0.0,0.2598,0.026,-0.026,0.69,0.7056,-0.0373
2.645,0.25,0.0,0.2598,0.026,-0.026,0.69,0.7056,-0.0373
2.668,0.25,0.0,0.2877,0.023,-0.018,0.74,0.7166,-0.0376
2.689,0.25,0.0,0.2641,0.019,-0.019,0.77,0.7218,-0.0377
2.709,0.25,0.0,0.2641,0.019,-0.019,0.79,0.7271,-0.0378
2.73,0.25,0.0,0.1932,0.02,-0.02,0.81,0.731,-0.0379
2.751,0.25,0.0,0.1932,0.02,-0.017,0.83,0.7348,-0.038
2.772,0.25,0.0,0.3285,0.017,-0.017,0.85,0.7414,-0.0382
2.793,0.25,0.0,0.3285,0.017,-0.015,0.87,0.748,-0.0383
2.813,0.25,0.0,0.2641,0.015,-0.025,0.89,0.7532,-0.0385
2.834,0.25,0.0,0.2619,0.025,-0.025,0.92,0.7585,-0.0386
2.854,0.25,0.0,0.2619,0.025,-0.011,0.95,0.7637,-0.0387
2.874,0.25,0.0,0.2619,0.011,-0.011,0.96,0.769,-0.0388
2.895,0.25,0.0,0.2619,0.011,-0.022,0.97,0.7742,-0.0389
2.915,0.25,0.0,0.2834,0.022,-0.018,1.0,0.7799,-0.039
2.936,0.25,0.0,0.2705,0.018,-0.018,1.02,0.7853,-0.0391
2.956,0.25,0.0,0.2705,0.018,-0.023,1.04,0.7908,-0.0393
2.977,0.25,0.0,0.1954,0.023,-0.023,1.06,0.7946,-0.0393
2.997,0.25,0.0,0.1954,0.023,-0.01,1.09,0.7986,-0.0394
3.018,0.25,0.0,0.2533,0.01,-0.019,1.1,0.8036,-0.0395
3.038,0.25,0.0,0.2834,0.019,-0.019,1.12,0.8093,-0.0396
3.059,0.25,0.0,0.2834,0.019,-0.02,1.15,0.815,-0.0397
3.079,0.25,0.0,0.2598,0.02,-0.02,1.17,0.8201,-0.0398
3.1,0.25,0.0,0.2598,0.02,-0.018,1.19,0.8253,-0.0399
3.121,0.25,0.0,0.2576,0.018,-0.004,1.21,0.8305,-0.04
3.141,0.25,0.0,0.3242,0.004,-0.004,1.22,0.837,-0.0401
3.162,0.25,0.0,0.3242,0.004,-0.03,1.22,0.8434,-0.0402
3.182,0.25,0.0,0.2598,0.03,-0.03,1.26,0.8486,-0.0403
3.205,0.25,0.0,0.1889,0.019,-0.019,1.31,0.8576,-0.0404
3.228,0.25,0.0,0.2598,0.019,-0.019,1.33,0.8628,-0.0405
3.25,0.25,0.0,0.2598,0.019,-0.018,1.36,0.868,-0.0406
3.271,0.25,0.0,0.2705,0.019,-0.019,1.38,0.8734,-0.0407
3.291,0.25,0.0,0.2705,0.019,-0.026,1.4,0.8788,-0.0407
3.311,0.25,0.0,0.2705,0.026,-0.006,1.43,0.8842,-0.0408
3.332,0.25,0.0,0.1996,0.006,-0.006,1.44,0.8882,-0.0409
3.352,0.25,0.0,0.1996,0.006,-0.027,1.44,0.8922,-0.0409
3.373,0.25,0.0,0.2619,0.027,-0.027,1.47,0.8974,-0.041
3.393,0.25,0.0,0.2619,0.027,-0.013,1.5,0.9027,-0.0411
3.414,0.25,0.0,0.2726,0.013,-0.013,1.52,0.9081,-0.0411
3.434,0.25,0.0,0.2726,0.013,-0.024,1.53,0.9136,-0.0412
3.454,0.25,0.0,0.2512,0.024,-0.018,1.56,0.9186,-0.0412
3.475,0.25,0.0,0.1932,0.018,-0.018,1.58,0.9225,-0.0413
3.495,0.25,0.0,0.1932,0.018,-0.022,1.6,0.9264,-0.0413
3.516,0.25,0.0,0.2576,0.022,-0.022,1.63,0.9315,-0.0414
3.536,0.25,0.0,0.2576,0.022,-0.024,1.65,0.9367,-0.0414
3.557,0.25,0.0,0.2683,0.024,-0.021,1.68,0.942,-0.0415
3.577,0.25,0.0,0.2641,0.021,-0.021,1.7,0.9473,-0.0415
3.597,0.25,0.0,0.2641,0.021,-0.028,1.73,0.9526,-0.0416
3.618,0.25,0.0,0.2726,0.028,-0.028,1.76,0.958,-0.0416
3.638,0.25,0.0,0.2726,0.028,-0.026,1.79,0.9635,-0.0416
3.659,0.25,0.0,0.2662,0.026,-0.017,1.82,0.9688,-0.0417
3.679,0.25,0.0,0.2641,0.017,-0.017,1.84,0.9741,-0.0417
3.7,0.25,0.0,0.2641,0.017,-0.02,1.86,0.9794,-0.0417
3.72,0.25,0.0,0.2576,0.02,-0.02,1.88,0.9845,-0.0418
3.741,0.25,0.0,0.2576,0.02,-0.018,1.91,0.9897,-0.0418
3.761,0.25,0.0,0.3349,0.018,-0.025,1.93,0.9964,-0.0418
3.782,0.25,0.0,0.2855,0.025,-0.025,1.96,1.0021,-0.0419
3.802,0.25,0.0,0.2855,0.025,-0.014,1.99,1.0078,-0.0419
3.823,0.25,0.0,0.2619,0.014,-0.014,2.0,1.013,-0.0419
3.843,0.25,0.0,0.2619,0.014,-0.021,2.02,1.0183,-0.0419
3.865,0.25,0.0,0.2555,0.021,-0.021,2.07,1.0272,-0.0419
3.886,0.25,0.0,0.2555,0.021,-0.021,2.07,1.0272,-0.0419
3.906,0.25,0.0,0.2683,0.021,-0.021,2.11,1.0377,-0.042
3.93,0.25,0.0,0.2683,0.021,-0.024,2.14,1.043,-0.042
3.951,0.25,0.0,0.1911,0.024,-0.02,2.17,1.0469,-0.042
3.971,0.25,0.0,0.3177,0.02,-0.02,2.19,1.0532,-0.042
3.992,0.25,0.0,0.3177,0.02,-0.02,2.21,1.0596,-0.042
4.012,0.25,0.0,0.2791,0.02,-0.02,2.23,1.0651,-0.042
4.032,0.25,0.0,0.2791,0.02,-0.016,2.26,1.0707,-0.042
4.053,0.25,0.0,0.2555,0.016,-0.016,2.28,1.0758,-0.042
4.073,0.25,0.0,0.2555,0.016,-0.016,2.29,1.0809,-0.0419
4.094,0.25,0.0,0.2555,0.016,-0.009,2.31,1.0861,-0.0419
4.114,0.25,0.0,0.1868,0.009,-0.009,2.32,1.0898,-0.0419
4.134,0.25,0.0,0.1868,0.009,-0.016,2.33,1.0935,-0.0419
4.155,0.25,0.0,0.2641,0.016,-0.016,2.35,1.0988,-0.0419
4.175,0.25,0.0,0.2641,0.016,-0.014,2.37,1.1041,-0.0419
4.196,0.25,0.0,0.2555,0.014,-0.015,2.39,1.1092,-0.0419
4.216,0.25,0.0,0.1889,0.015,-0.015,2.4,1.113,-0.0419
4.236,0.25,0.0,0.1889,0.015,0.0,2.42,1.1168,-0.0418
4.257,0.25,0.0,0.3177,-0.0,0.0,2.42,1.1231,-0.0418
4.277,0.25,0.0,0.3177,-0.0,-0.009,2.42,1.1295,-0.0418
4.298,0.25,0.0,0.2469,0.009,0.0,2.43,1.1344,-0.0418
4.319,0.25,0.0,0.2555,-0.0,0.0,2.43,1.1395,-0.0418
4.339,0.25,0.0,0.2555,-0.0,-0.006,2.43,1.1446,-0.0417
4.36,0.25,0.0,0.2576,0.006,-0.006,2.44,1.1498,-0.0417
4.38,0.25,0.0,0.2576,0.006,-0.009,2.44,1.1549,-0.0417
4.401,0.25,0.0,0.2598,0.009,-0.004,2.45,1.1601,-0.0417
4.421,0.25,0.0,0.322,0.004,-0.004,2.46,1.1665,-0.0416
4.442,0.25,0.0,0.322,0.004,-0.007,2.46,1.173,-0.0416
4.462,0.25,0.0,0.2512,0.007,-0.007,2.47,1.178,-0.0416
4.483,0.25,0.0,0.2512,0.007,-0.008,2.48,1.183,-0.0416
4.503,0.25,0.0,0.2533,0.008,-0.01,2.49,1.1881,-0.0415
4.524,0.25,0.0,0.2576,0.01,-0.01,2.5,1.1932,-0.0415
4.545,0.25,0.0,0.2512,0.001,-0.001,2.51,1.2034,-0.0414
4.573,0.25,0.0,0.2512,0.001,0.001,2.51,1.2084,-0.0414
4.593,0.25,0.0,0.2512,-0.001,-0.006,2.51,1.2135,-0.0414
4.614,0.25,0.0,0.1846,0.006,-0.006,2.52,1.2172,-0.0414
4.634,0.25,0.0,0.1846,0.006,-0.008,2.53,1.2209,-0.0413
4.655,0.25,0.0,0.3156,0.008,-0.008,2.54,1.2272,-0.0413
4.675,0.25,0.0,0.3156,0.008,0.001,2.54,1.2335,-0.0413
4.696,0.25,0.0,0.2726,-0.001,0.001,2.54,1.2389,-0.0412
4.716,0.25,0.0,0.2726,-0.001,-0.004,2.54,1.2444,-0.0412
4.737,0.25,0.0,0.1889,0.004,0.005,2.55,1.2482,-0.0412
4.757,0.25,0.0,0.1868,-0.005,0.005,2.54,1.2519,-0.0412
4.778,0.25,0.0,0.1868,-0.005,-0.001,2.54,1.2557,-0.0411
4.798,0.25,0.0,0.3091,0.001,-0.001,2.54,1.2618,-0.0411
4.819,0.25,0.0,0.3091,0.001,-0.004,2.54,1.268,-0.0411
4.839,0.25,0.0,0.2683,0.004,-0.008,2.54,1.2733,-0.041
4.86,0.25,0.0,0.249,0.008,-0.008,2.55,1.2783,-0.041
4.88,0.25,0.0,0.249,0.008,-0.008,2.56,1.2833,-0.041
4.901,0.25,0.0,0.2512,0.008,-0.008,2.57,1.2883,-0.0409
4.922,0.25,0.0,0.2512,0.008,-0.013,2.58,1.2934,-0.0409
4.942,0.25,0.0,0.2726,0.013,-0.012,2.59,1.2988,-0.0409
4.963,0.25,0.0,0.2447,0.012,-0.012,2.61,1.3037,-0.0408
4.987,0.25,0.0,0.1846,0.016,-0.016,2.64,1.3123,-0.0408
5.01,0.25,0.0,0.1846,0.016,-0.011,2.66,1.316,-0.0407
5.03,0.25,0.0,0.2555,0.008,-0.005,2.67,1.3211,-0.0407
5.051,0.25,0.0,0.2683,0.005,-0.005,2.67,1.3265,-0.0406
5.072,0.25,0.0,0.2683,0.005,-0.002,2.68,1.3318,-0.0406
5.092,0.25,0.0,0.2469,0.002,-0.002,2.68,1.3368,-0.0406
5.113,0.25,0.0,0.2469,0.002,-0.007,2.68,1.3417,-0.0405
5.133,0.25,0.0,0.1846,0.007,-0.012,2.69,1.3454,-0.0405
5.154,0.25,0.0,0.2426,0.012,-0.012,2.71,1.3502,-0.0404
5.174,0.25,0.0,0.2426,0.012,0.0,2.72,1.3551,-0.0404
5.194,0.25,0.0,0.2555,-0.0,0.0,2.72,1.3602,-0.0403
5.215,0.25,0.0,0.2555,-0.0,-0.01,2.72,1.3653,-0.0403
5.235,0.25,0.0,0.2533,0.01,0.006,2.73,1.3704,-0.0403
5.256,0.25,0.0,0.2383,-0.006,0.006,2.72,1.3751,-0.0402
5.276,0.25,0.0,0.2383,-0.006,0.004,2.72,1.3799,-0.0402
5.297,0.25,0.0,0.2447,-0.004,0.004,2.71,1.3848,-0.0401
5.317,0.25,0.0,0.2447,-0.004,-0.005,2.71,1.3897,-0.0401
5.337,0.25,0.0,0.2447,0.005,-0.005,2.71,1.3946,-0.04
5.358,0.25,0.0,0.2447,0.005,-0.003,2.72,1.3995,-0.04
5.378,0.25,0.0,0.2469,0.003,-0.01,2.72,1.4044,-0.0399
5.399,0.25,0.0,0.2512,0.01,-0.01,2.73,1.4094,-0.0399
5.419,0.25,0.0,0.2512,0.01,-0.001,2.75,1.4145,-0.0398
5.44,0.25,0.0,0.2641,0.001,-0.001,2.75,1.4198,-0.0398
5.46,0.25,0.0,0.2641,0.001,-0.001,2.75,1.425,-0.0397
5.481,0.25,0.0,0.2447,0.001,0.01,2.75,1.4299,-0.0397
5.501,0.25,0.0,0.2533,-0.01,0.01,2.74,1.435,-0.0396
5.522,0.25,0.0,0.2533,-0.01,0.001,2.73,1.4401,-0.0396
5.542,0.25,0.0,0.2447,-0.001,0.001,2.72,1.445,-0.0396
5.563,0.25,0.0,0.2447,-0.001,0.001,2.72,1.4499,-0.0395
5.585,0.25,0.0,0.2512,0.007,-0.007,2.73,1.4586,-0.0394
5.606,0.25,0.0,0.2512,0.007,-0.007,2.73,1.4586,-0.0394
5.627,0.25,0.0,0.2705,0.005,-0.005,2.74,1.469,-0.0393
5.652,0.25,0.0,0.2705,0.005,0.001,2.75,1.4745,-0.0393
5.672,0.25,0.0,0.1825,-0.001,-0.003,2.75,1.4781,-0.0392
5.693,0.25,0.0,0.2576,0.003,-0.003,2.75,1.4833,-0.0392
5.713,0.25,0.0,0.2576,0.003,0.007,2.76,1.4884,-0.0391
5.733,0.25,0.0,0.2705,-0.007,0.007,2.75,1.4938,-0.0391
5.754,0.25,0.0,0.2705,-0.007,-0.007,2.74,1.4992,-0.039
5.774,0.25,0.0,0.2598,0.007,-0.006,2.75,1.5044,-0.039
5.795,0.25,0.0,0.2576,0.006,-0.006,2.75,1.5096,-0.0389
5.815,0.25,0.0,0.2576,0.006,0.0,2.76,1.5147,-0.0389
5.836,0.25,0.0,0.2598,-0.0,0.0,2.76,1.5199,-0.0388
5.856,0.25,0.0,0.2598,-0.0,0.002,2.76,1.5252,-0.0388
5.877,0.25,0.0,0.2512,-0.002,0.001,2.76,1.5302,-0.0387
5.897,0.25,0.0,0.2555,-0.001,0.001,2.76,1.5353,-0.0387
5.917,0.25,0.0,0.2555,-0.001,-0.004,2.76,1.5404,-0.0386
5.938,0.25,0.0,0.2533,0.004,-0.004,2.76,1.5454,-0.0386
5.958,0.25,0.0,0.2533,0.004,-0.009,2.77,1.5505,-0.0385
5.979,0.25,0.0,0.2576,0.009,-0.009,2.78,1.5556,-0.0385
5.999,0.25,0.0,0.2576,0.009,-0.008,2.79,1.5608,-0.0384
6.02,0.25,0.0,0.2748,0.008,-0.001,2.8,1.5663,-0.0384
6.04,0.25,0.0,0.2619,0.001,-0.001,2.8,1.5715,-0.0383
6.061,0.25,0.0,0.2619,0.001,-0.011,2.8,1.5768,-0.0383
6.081,0.25,0.0,0.2533,0.011,-0.011,2.81,1.5818,-0.0382
6.101,0.25,0.0,0.2533,0.011,-0.012,2.82,1.5869,-0.0381
6.122,0.25,0.0,0.2641,0.012,-0.01,2.84,1.5922,-0.0381
6.142,0.25,0.0,0.2619,0.01,-0.01,2.85,1.5974,-0.038
6.165,0.25,0.0,0.2598,-0.001,0.001,2.86,1.6078,-0.0379
6.189,0.25,0.0,0.2598,-0.001,-0.008,2.86,1.6131,-0.0378
6.21,0.25,0.0,0.1911,0.008,0.004,2.87,1.6169,-0.0378
6.231,0.25,0.0,0.2619,-0.004,0.004,2.86,1.6221,-0.0377
6.251,0.25,0.0,0.2619,-0.004,-0.004,2.86,1.6274,-0.0377
6.272,0.25,0.0,0.2898,0.004,-0.004,2.86,1.6331,-0.0376
6.292,0.25,0.0,0.2898,0.004,0.003,2.87,1.639,-0.0375
6.313,0.25,0.0,0.2641,-0.003,-0.005,2.86,1.6442,-0.0375
6.333,0.25,0.0,0.1954,0.005,-0.005,2.87,1.6481,-0.0374
6.353,0.25,0.0,0.1954,0.005,-0.004,2.87,1.652,-0.0374
6.374,0.25,0.0,0.3349,0.004,-0.004,2.88,1.6587,-0.0373
6.394,0.25,0.0,0.3349,0.004,0.003,2.88,1.6654,-0.0372
6.415,0.25,0.0,0.2619,-0.003,-0.011,2.88,1.6707,-0.0372
6.435,0.25,0.0,0.2598,0.011,-0.011,2.89,1.6759,-0.0371
6.455,0.25,0.0,0.2598,0.011,-0.008,2.91,1.6811,-0.037
6.476,0.25,0.0,0.2598,0.008,-0.008,2.91,1.6862,-0.037
6.496,0.25,0.0,0.2598,0.008,-0.007,2.92,1.6915,-0.0369
6.517,0.25,0.0,0.3306,0.007,-0.007,2.93,1.698,-0.0368
6.537,0.25,0.0,0.2555,0.007,-0.007,2.94,1.7032,-0.0368
6.558,0.25,0.0,0.2555,0.007,0.001,2.95,1.7083,-0.0367
6.578,0.25,0.0,0.1932,-0.001,0.001,2.95,1.7121,-0.0366
6.599,0.25,0.0,0.1932,-0.001,-0.016,2.95,1.716,-0.0366
6.619,0.25,0.0,0.2576,0.016,-0.016,2.96,1.7211,-0.0365
6.64,0.25,0.0,0.2576,0.016,-0.002,2.98,1.7263,-0.0364
6.66,0.25,0.0,0.2812,0.002,-0.012,2.98,1.7319,-0.0364
6.681,0.25,0.0,0.2576,0.012,-0.012,3.0,1.7371,-0.0363
6.702,0.25,0.0,0.2576,0.012,-0.005,3.01,1.7422,-0.0362
6.722,0.25,0.0,0.1911,0.005,-0.005,3.02,1.746,-0.0362
6.745,0.25,0.0,0.3177,0.008,-0.008,3.03,1.7562,-0.036
6.774,0.25,0.0,0.3177,0.008,-0.001,3.04,1.7626,-0.0359
6.794,0.25,0.0,0.2791,0.001,-0.008,3.04,1.7681,-0.0358
6.815,0.25,0.0,0.2555,0.008,-0.008,3.05,1.7733,-0.0358
6.835,0.25,0.0,0.2555,0.008,-0.002,3.06,1.7784,-0.0357
6.855,0.25,0.0,0.1911,0.002,0.005,3.06,1.7822,-0.0356
6.876,0.25,0.0,0.2555,-0.005,0.005,3.06,1.7873,-0.0356
6.896,0.25,0.0,0.2555,-0.005,0.005,3.05,1.7924,-0.0355
6.917,0.25,0.0,0.2555,-0.005,-0.002,3.05,1.7975,-0.0354
6.937,0.25,0.0,0.2812,0.002,-0.005,3.05,1.8031,-0.0353
6.958,0.25,0.0,0.1911,0.005,-0.005,3.05,1.807,-0.0353
6.978,0.25,0.0,0.1911,0.005,-0.002,3.06,1.8108,-0.0352
6.999,0.25,0.0,0.2533,0.002,-0.008,3.06,1.8159,-0.0351
7.019,0.25,0.0,0.2812,0.008,-0.008,3.07,1.8215,-0.035
