t,cmd_vx,cmd_wz,odom_vx,odom_wz,imu_wz,yaw_deg,x,y
7.04,0.25,0.0,0.2812,0.008,-0.008,3.08,1.8271,-0.035
7.06,0.25,0.0,0.2812,0.008,-0.011,3.09,1.8327,-0.0349
7.081,0.25,0.0,0.2576,0.011,-0.013,3.1,1.8379,-0.0348
7.101,0.25,0.0,0.1911,0.013,-0.013,3.12,1.8417,-0.0347
7.122,0.25,0.0,0.1911,0.013,-0.019,3.13,1.8455,-0.0347
7.142,0.25,0.0,0.2533,0.019,-0.002,3.15,1.8506,-0.0346
7.163,0.25,0.0,0.2619,0.002,-0.01,3.16,1.8558,-0.0345
7.183,0.25,0.0,0.2576,0.01,-0.01,3.17,1.861,-0.0344
7.208,0.25,0.0,0.2576,0.01,-0.01,3.19,1.8713,-0.0342
7.229,0.25,0.0,0.1932,0.007,-0.007,3.2,1.8751,-0.0342
7.25,0.25,0.0,0.1932,0.007,-0.014,3.21,1.879,-0.0341
7.27,0.25,0.0,0.2619,0.013,-0.013,3.22,1.8842,-0.034
7.292,0.25,0.0,0.2619,0.013,-0.006,3.24,1.8895,-0.0339
7.312,0.25,0.0,0.2705,0.006,-0.005,3.24,1.8949,-0.0338
7.333,0.25,0.0,0.2662,0.005,0.001,3.25,1.9002,-0.0337
7.353,0.25,0.0,0.2812,-0.001,0.001,3.25,1.9058,-0.0336
7.374,0.25,0.0,0.2812,-0.001,0.001,3.25,1.9115,-0.0335
7.394,0.25,0.0,0.2812,-0.001,-0.009,3.25,1.9171,-0.0334
7.415,0.25,0.0,0.2598,0.009,0.001,3.26,1.9223,-0.0333
7.435,0.25,0.0,0.2726,-0.001,0.001,3.26,1.9277,-0.0332
7.455,0.25,0.0,0.2726,-0.001,-0.003,3.25,1.9332,-0.0331
7.476,0.25,0.0,0.2683,0.003,0.006,3.26,1.9385,-0.033
7.496,0.25,0.0,0.2705,-0.006,0.006,3.25,1.944,-0.0329
7.517,0.25,0.0,0.2705,-0.006,-0.008,3.24,1.9494,-0.0328
7.537,0.25,0.0,0.2683,0.008,-0.003,3.25,1.9547,-0.0327
7.558,0.25,0.0,0.2705,0.003,-0.003,3.26,1.9601,-0.0326
7.578,0.25,0.0,0.2705,0.003,-0.003,3.26,1.9655,-0.0325
7.598,0.25,0.0,0.2705,0.003,-0.001,3.26,1.9709,-0.0324
7.619,0.25,0.0,0.1975,0.001,-0.007,3.26,1.9749,-0.0323
7.639,0.25,0.0,0.1996,0.007,-0.007,3.27,1.9789,-0.0322
7.66,0.25,0.0,0.1996,0.007,-0.005,3.28,1.9829,-0.0322
7.68,0.25,0.0,0.2898,0.005,0.0,3.29,1.9887,-0.0321
7.701,0.25,0.0,0.2705,-0.0,0.0,3.29,1.9941,-0.032
7.721,0.25,0.0,0.2705,-0.0,-0.016,3.29,1.9995,-0.0318
7.742,0.25,0.0,0.2683,0.016,-0.016,3.3,2.0049,-0.0317
7.762,0.25,0.0,0.2683,0.016,-0.023,3.32,2.0102,-0.0316
7.783,0.25,0.0,0.2705,0.023,-0.023,3.35,2.0156,-0.0315
7.803,0.25,0.0,0.2705,0.023,-0.019,3.38,2.0211,-0.0314
7.824,0.25,0.0,0.2855,0.019,-0.017,3.4,2.0267,-0.0313
7.845,0.25,0.0,0.2683,0.017,-0.017,3.42,2.0321,-0.0312
7.865,0.25,0.0,0.1911,0.017,-0.017,3.46,2.0413,-0.031
7.888,0.25,0.0,0.3392,0.02,-0.02,3.48,2.0481,-0.0308
7.909,0.25,0.0,0.3392,0.02,-0.02,3.5,2.0549,-0.0307
7.931,0.25,0.0,0.3392,0.02,-0.02,3.52,2.0616,-0.0305
7.951,0.25,0.0,0.2705,0.017,-0.017,3.54,2.0671,-0.0304
7.972,0.25,0.0,0.2705,0.017,-0.017,3.56,2.0725,-0.0303
7.992,0.25,0.0,0.2705,0.017,-0.023,3.58,2.0779,-0.0301
