speed,side,deg_cmd,deg_total,deg_imu,eff_radps
3.0,ESQ(+),47.08332067006861,48.94302859290958,-48.924817156320366,0.4108794842325
3.0,DIR(-),-51.589873395757756,-52.63044961237978,52.45276549579086,-0.45020657572150025
