t,cmd_vx,cmd_wz,odom_vx,odom_wz,imu_wz,yaw_deg,x,y
0.865,0.25,0.0,0.0,-0.001,0.0,-0.03,2.3658,-0.0281
0.885,0.25,0.0,0.0,-0.001,0.0,-0.03,2.3658,-0.0281
0.906,0.25,0.0,0.0,0.0,0.0,-0.03,2.3658,-0.0281
0.927,0.25,0.0,0.0,0.0,0.0,-0.03,2.3658,-0.0281
0.954,0.25,0.0,0.2619,-0.014,-0.003,-0.05,2.3762,-0.0282
0.975,0.25,0.0,0.2726,-0.0,-0.001,-0.05,2.3816,-0.0283
0.996,0.25,0.0,0.2576,0.001,-0.001,-0.05,2.3868,-0.0284
1.016,0.25,0.0,0.2576,0.001,-0.001,-0.05,2.3919,-0.0284
1.037,0.25,0.0,0.2791,0.001,-0.001,-0.05,2.3975,-0.0285
1.057,0.25,0.0,0.2619,0.001,-0.001,-0.05,2.4028,-0.0285
1.078,0.25,0.0,0.2619,0.001,0.004,-0.04,2.408,-0.0286
1.098,0.25,0.0,0.2662,-0.004,0.004,-0.05,2.4133,-0.0287
1.119,0.25,0.0,0.2662,-0.004,-0.001,-0.05,2.4186,-0.0287
1.139,0.25,0.0,0.2619,0.001,-0.001,-0.05,2.4239,-0.0288
1.16,0.25,0.0,0.2619,0.001,-0.007,-0.05,2.4291,-0.0288
1.18,0.25,0.0,0.2683,0.007,0.001,-0.04,2.4345,-0.0289
1.201,0.25,0.0,0.3349,-0.001,0.001,-0.04,2.4412,-0.029
1.221,0.25,0.0,0.3349,-0.001,0.0,-0.05,2.4479,-0.029
1.241,0.25,0.0,0.2683,-0.0,0.005,-0.05,2.4532,-0.0291
1.262,0.25,0.0,0.2683,-0.005,0.005,-0.05,2.4586,-0.0292
1.282,0.25,0.0,0.2683,-0.005,-0.012,-0.06,2.464,-0.0292
1.303,0.25,0.0,0.2726,0.012,-0.012,-0.04,2.4694,-0.0293
1.323,0.25,0.0,0.2726,0.012,0.008,-0.03,2.4749,-0.0293
1.344,0.25,0.0,0.3456,-0.008,0.008,-0.04,2.4818,-0.0294
1.364,0.25,0.0,0.3456,-0.008,0.004,-0.05,2.4887,-0.0295
1.385,0.25,0.0,0.2662,-0.004,-0.012,-0.05,2.494,-0.0295
1.405,0.25,0.0,0.1975,0.012,0.006,-0.04,2.498,-0.0296
1.426,0.25,0.0,0.3456,-0.006,0.006,-0.05,2.5049,-0.0297
1.447,0.25,0.0,0.3456,-0.006,0.006,-0.05,2.5118,-0.0297
1.467,0.25,0.0,0.3456,-0.006,-0.005,-0.06,2.5187,-0.0298
1.488,0.25,0.0,0.2963,0.005,0.008,-0.05,2.5246,-0.0299
1.509,0.25,0.0,0.2748,-0.008,0.008,-0.06,2.5301,-0.0299
1.529,0.25,0.0,0.2726,-0.001,0.001,-0.07,2.5411,-0.0301
1.551,0.25,0.0,0.3521,-0.009,0.009,-0.08,2.5481,-0.0301
1.572,0.25,0.0,0.3521,-0.009,0.009,-0.09,2.5552,-0.0302
1.593,0.25,0.0,0.2705,0.001,-0.001,-0.09,2.5606,-0.0303
1.613,0.25,0.0,0.2705,0.001,-0.001,-0.09,2.566,-0.0304
1.634,0.25,0.0,0.2705,0.001,-0.006,-0.09,2.5714,-0.0304
1.655,0.25,0.0,0.2726,-0.004,0.004,-0.09,2.5768,-0.0305
1.676,0.25,0.0,0.2769,-0.004,0.004,-0.1,2.5824,-0.0305
1.696,0.25,0.0,0.2769,-0.004,-0.01,-0.1,2.5879,-0.0306
1.717,0.25,0.0,0.2769,0.01,0.001,-0.09,2.5934,-0.0307
1.737,0.25,0.0,0.2769,-0.001,0.004,-0.09,2.599,-0.0307
1.758,0.25,0.0,0.1996,-0.004,0.004,-0.1,2.603,-0.0308
1.778,0.25,0.0,0.1996,-0.004,0.004,-0.1,2.607,-0.0308
1.799,0.25,0.0,0.1996,-0.004,-0.011,-0.11,2.611,-0.0309
1.819,0.25,0.0,0.3435,0.011,-0.011,-0.09,2.6178,-0.031
1.84,0.25,0.0,0.3435,0.011,-0.01,-0.08,2.6247,-0.0311
1.86,0.25,0.0,0.2812,0.01,-0.003,-0.07,2.6303,-0.0311
1.88,0.25,0.0,0.2705,0.003,-0.003,-0.07,2.6357,-0.0312
1.901,0.25,0.0,0.2705,0.003,-0.003,-0.06,2.6412,-0.0312
1.921,0.25,0.0,0.2769,0.003,-0.011,-0.06,2.6467,-0.0313
1.942,0.25,0.0,0.2726,0.011,-0.011,-0.05,2.6521,-0.0314
1.962,0.25,0.0,0.2726,0.011,-0.012,-0.04,2.6576,-0.0314
1.983,0.25,0.0,0.2662,0.012,-0.012,-0.02,2.6629,-0.0315
2.003,0.25,0.0,0.2662,0.012,-0.011,-0.01,2.6683,-0.0315
2.024,0.25,0.0,0.1954,0.011,-0.011,0.01,2.6722,-0.0316
2.044,0.25,0.0,0.1954,0.011,-0.011,0.02,2.6761,-0.0316
2.065,0.25,0.0,0.2619,0.011,-0.02,0.03,2.6813,-0.0317
2.085,0.25,0.0,0.2898,0.02,-0.016,0.05,2.6871,-0.0317
2.106,0.25,0.0,0.1975,0.016,-0.016,0.07,2.691,-0.0318
2.126,0.25,0.0,0.1975,0.016,-0.016,0.09,2.695,-0.0318
2.147,0.25,0.0,0.1975,0.016,-0.004,0.11,2.6989,-0.0318
2.168,0.25,0.0,0.1975,0.004,-0.004,0.11,2.7029,-0.0319
2.19,0.25,0.0,0.3306,0.02,-0.02,0.14,2.7134,-0.0319
2.217,0.25,0.0,0.2619,0.012,-0.019,0.15,2.7187,-0.032
2.237,0.25,0.0,0.2619,0.019,-0.019,0.18,2.7239,-0.032
2.258,0.25,0.0,0.2619,0.019,-0.018,0.2,2.7292,-0.0321
2.278,0.25,0.0,0.2598,0.018,-0.018,0.22,2.7344,-0.0321
2.299,0.25,0.0,0.2598,0.018,-0.01,0.24,2.7396,-0.0321
2.319,0.25,0.0,0.2855,0.01,-0.01,0.25,2.7453,-0.0322
2.34,0.25,0.0,0.2855,0.01,-0.016,0.26,2.751,-0.0322
2.36,0.25,0.0,0.2619,0.016,-0.016,0.28,2.7562,-0.0322
2.38,0.25,0.0,0.2619,0.016,-0.013,0.3,2.7615,-0.0322
2.401,0.25,0.0,0.2726,0.013,-0.013,0.31,2.7669,-0.0323
2.421,0.25,0.0,0.2834,0.013,-0.017,0.33,2.7726,-0.0323
2.442,0.25,0.0,0.2619,0.017,-0.017,0.35,2.7778,-0.0323
2.462,0.25,0.0,0.2619,0.017,-0.017,0.37,2.7831,-0.0323
2.483,0.25,0.0,0.2619,0.017,-0.014,0.39,2.7883,-0.0324
2.503,0.25,0.0,0.1911,0.014,-0.018,0.4,2.7921,-0.0324
2.524,0.25,0.0,0.1911,0.018,-0.018,0.42,2.7959,-0.0324
2.544,0.25,0.0,0.1911,0.018,-0.016,0.44,2.7998,-0.0324
2.565,0.25,0.0,0.322,0.016,-0.016,0.46,2.8062,-0.0324
2.585,0.25,0.0,0.322,0.016,-0.022,0.48,2.8126,-0.0324
2.606,0.25,0.0,0.2641,0.022,-0.016,0.51,2.8179,-0.0324
2.627,0.25,0.0,0.2512,0.016,-0.016,0.52,2.8229,-0.0324
2.647,0.25,0.0,0.2512,0.016,-0.014,0.54,2.8279,-0.0324
2.668,0.25,0.0,0.2726,0.014,-0.014,0.56,2.8334,-0.0324
2.69,0.25,0.0,0.2683,0.033,-0.033,0.61,2.8442,-0.0324
2.712,0.25,0.0,0.2683,0.033,-0.033,0.65,2.8496,-0.0324
2.735,0.25,0.0,0.2683,0.033,-0.002,0.69,2.855,-0.0324
2.756,0.25,0.0,0.2598,0.002,-0.024,0.69,2.8601,-0.0324
2.776,0.25,0.0,0.2619,0.024,-0.024,0.72,2.8654,-0.0324
2.797,0.25,0.0,0.2619,0.024,-0.024,0.75,2.8706,-0.0324
2.817,0.25,0.0,0.2619,0.024,-0.014,0.77,2.8759,-0.0324
2.837,0.25,0.0,0.2705,0.014,-0.034,0.79,2.8813,-0.0324
2.858,0.25,0.0,0.2705,0.034,-0.034,0.83,2.8867,-0.0323
2.878,0.25,0.0,0.2705,0.034,0.0,0.87,2.8921,-0.0323
2.899,0.25,0.0,0.2769,-0.0,0.0,0.87,2.8976,-0.0323
2.919,0.25,0.0,0.2769,-0.0,-0.031,0.87,2.9032,-0.0323
2.939,0.25,0.0,0.2641,0.031,-0.01,0.9,2.9084,-0.0322
2.96,0.25,0.0,0.2748,0.01,-0.01,0.91,2.9139,-0.0322
2.98,0.25,0.0,0.2748,0.01,-0.017,0.93,2.9194,-0.0322
3.001,0.25,0.0,0.2039,0.017,-0.017,0.94,2.9235,-0.0321
3.021,0.25,0.0,0.2039,0.017,-0.005,0.96,2.9276,-0.0321
3.041,0.25,0.0,0.2683,0.005,-0.024,0.97,2.933,-0.0321
3.062,0.25,0.0,0.2641,0.024,-0.024,1.0,2.9382,-0.032
3.082,0.25,0.0,0.2641,0.024,-0.004,1.02,2.9435,-0.032
3.103,0.25,0.0,0.2683,0.004,-0.02,1.03,2.9489,-0.032
3.123,0.25,0.0,0.2726,0.02,-0.02,1.05,2.9543,-0.0319
3.143,0.25,0.0,0.2726,0.02,-0.014,1.08,2.9598,-0.0319
3.164,0.25,0.0,0.2683,0.014,-0.014,1.09,2.9652,-0.0318
3.184,0.25,0.0,0.2683,0.014,-0.038,1.11,2.9705,-0.0318
3.205,0.25,0.0,0.2726,0.038,-0.038,1.15,2.976,-0.0317
3.225,0.25,0.0,0.2726,0.038,-0.024,1.19,2.9814,-0.0317
3.246,0.25,0.0,0.2726,0.024,-0.033,1.22,2.9869,-0.0316
3.266,0.25,0.0,0.1954,0.033,-0.033,1.26,2.9908,-0.0316
3.287,0.25,0.0,0.1954,0.033,-0.01,1.3,2.9947,-0.0315
3.307,0.25,0.0,0.3456,0.01,-0.035,1.31,3.0016,-0.0314
3.328,0.25,0.0,0.2705,0.035,-0.035,1.35,3.007,-0.0314
3.35,0.25,0.0,0.1932,0.02,-0.02,1.41,3.0163,-0.0312
3.371,0.25,0.0,0.1932,0.02,-0.02,1.41,3.0163,-0.0312
3.392,0.25,0.0,0.2683,0.025,-0.025,1.46,3.0255,-0.0311
3.416,0.25,0.0,0.2683,0.025,-0.018,1.49,3.0309,-0.031
3.438,0.25,0.0,0.2877,0.018,-0.016,1.51,3.0366,-0.0309
3.458,0.25,0.0,0.2705,0.016,-0.016,1.53,3.042,-0.0308
3.479,0.25,0.0,0.2705,0.016,-0.026,1.55,3.0475,-0.0307
3.499,0.25,0.0,0.2705,0.026,-0.026,1.58,3.0529,-0.0307
3.52,0.25,0.0,0.2705,0.026,-0.021,1.61,3.0583,-0.0306
3.54,0.25,0.0,0.2726,0.021,-0.021,1.63,3.0637,-0.0305
3.561,0.25,0.0,0.2726,0.021,-0.022,1.66,3.0692,-0.0304
3.581,0.25,0.0,0.2705,0.022,-0.013,1.68,3.0746,-0.0303
3.601,0.25,0.0,0.2683,0.013,-0.013,1.7,3.08,-0.0302
3.622,0.25,0.0,0.2683,0.013,-0.009,1.71,3.0854,-0.03
3.642,0.25,0.0,0.2576,0.009,-0.009,1.72,3.0905,-0.0299
3.663,0.25,0.0,0.2576,0.009,-0.016,1.73,3.0956,-0.0298
3.683,0.25,0.0,0.2855,0.016,-0.024,1.75,3.1013,-0.0297
3.704,0.25,0.0,0.2641,0.024,-0.024,1.78,3.1066,-0.0296
3.724,0.25,0.0,0.2641,0.024,-0.018,1.81,3.1119,-0.0295
3.745,0.25,0.0,0.2619,0.018,-0.018,1.83,3.1171,-0.0294
3.765,0.25,0.0,0.2619,0.018,-0.019,1.85,3.1224,-0.0293
3.786,0.25,0.0,0.2641,0.019,-0.021,1.87,3.1276,-0.0292
3.806,0.25,0.0,0.2555,0.021,-0.021,1.89,3.1327,-0.029
3.827,0.25,0.0,0.2555,0.021,-0.013,1.92,3.1379,-0.0289
3.847,0.25,0.0,0.1911,0.013,-0.013,1.93,3.1417,-0.0288
3.87,0.25,0.0,0.2641,0.011,-0.011,1.96,3.1508,-0.0286
3.891,0.25,0.0,0.2812,0.014,-0.014,1.98,3.1564,-0.0285
3.915,0.25,0.0,0.2812,0.014,-0.012,1.99,3.162,-0.0283
3.936,0.25,0.0,0.2598,0.012,-0.012,2.01,3.1672,-0.0282
3.956,0.25,0.0,0.2598,0.012,-0.004,2.02,3.1724,-0.0281
3.977,0.25,0.0,0.2598,0.004,-0.001,2.02,3.1776,-0.028
3.997,0.25,0.0,0.322,0.001,-0.001,2.03,3.184,-0.0278
4.017,0.25,0.0,0.322,0.001,0.004,2.03,3.1905,-0.0276
4.038,0.25,0.0,0.2769,-0.004,0.004,2.02,3.196,-0.0275
4.058,0.25,0.0,0.2769,-0.004,-0.001,2.02,3.2015,-0.0274
4.079,0.25,0.0,0.2555,0.001,-0.001,2.02,3.2067,-0.0272
4.099,0.25,0.0,0.2555,0.001,-0.008,2.02,3.2118,-0.0271
4.12,0.25,0.0,0.1868,0.008,-0.01,2.03,3.2155,-0.027
4.14,0.25,0.0,0.2641,0.01,-0.01,2.04,3.2208,-0.0269
4.16,0.25,0.0,0.2641,0.01,-0.01,2.05,3.2261,-0.0267
4.181,0.25,0.0,0.2769,0.01,-0.01,2.06,3.2316,-0.0266
4.201,0.25,0.0,0.2769,0.01,-0.012,2.07,3.2371,-0.0265
4.222,0.25,0.0,0.2533,0.012,-0.003,2.09,3.2422,-0.0263
4.242,0.25,0.0,0.2533,0.003,-0.003,2.09,3.2473,-0.0262
4.263,0.25,0.0,0.2533,0.003,-0.011,2.1,3.2523,-0.0261
4.283,0.25,0.0,0.2576,0.011,-0.011,2.11,3.2575,-0.0259
4.304,0.25,0.0,0.2576,0.011,-0.002,2.12,3.2626,-0.0258
4.324,0.25,0.0,0.2748,0.002,0.001,2.12,3.2681,-0.0256
4.345,0.25,0.0,0.2533,-0.001,0.001,2.12,3.2732,-0.0255
4.365,0.25,0.0,0.2533,-0.001,-0.012,2.12,3.2783,-0.0254
4.386,0.25,0.0,0.1889,0.012,-0.012,2.13,3.282,-0.0253
4.406,0.25,0.0,0.1889,0.012,-0.014,2.15,3.2858,-0.0252
4.427,0.25,0.0,0.2469,0.014,-0.014,2.16,3.2907,-0.025
4.448,0.25,0.0,0.3113,0.014,-0.014,2.18,3.297,-0.0249
4.47,0.25,0.0,0.249,0.016,-0.016,2.21,3.3082,-0.0245
4.49,0.25,0.0,0.249,0.016,-0.016,2.21,3.3082,-0.0245
4.515,0.25,0.0,0.1782,-0.001,-0.007,2.23,3.3167,-0.0243
4.536,0.25,0.0,0.2555,0.007,-0.007,2.24,3.3218,-0.0241
4.557,0.25,0.0,0.2555,0.007,-0.016,2.25,3.3269,-0.024
4.577,0.25,0.0,0.2447,0.016,-0.016,2.27,3.3318,-0.0239
4.598,0.25,0.0,0.2447,0.016,-0.02,2.28,3.3367,-0.0237
4.618,0.25,0.0,0.249,0.02,-0.015,2.31,3.3417,-0.0236
4.639,0.25,0.0,0.2619,0.015,-0.015,2.32,3.3469,-0.0234
4.659,0.25,0.0,0.2619,0.015,-0.003,2.34,3.3522,-0.0232
4.68,0.25,0.0,0.2469,0.003,-0.003,2.35,3.3571,-0.0231
4.7,0.25,0.0,0.2469,0.003,0.004,2.35,3.362,-0.0229
4.721,0.25,0.0,0.2576,-0.004,0.004,2.34,3.3672,-0.0228
4.741,0.25,0.0,0.2576,-0.004,-0.022,2.34,3.3724,-0.0226
4.762,0.25,0.0,0.249,0.022,-0.016,2.36,3.3773,-0.0225
4.782,0.25,0.0,0.2404,0.016,-0.016,2.38,3.3821,-0.0223
4.803,0.25,0.0,0.2404,0.016,-0.015,2.4,3.3869,-0.0222
4.823,0.25,0.0,0.2512,0.015,-0.015,2.42,3.3919,-0.022
4.844,0.25,0.0,0.2512,0.015,-0.006,2.44,3.397,-0.0218
4.864,0.25,0.0,0.2555,0.006,-0.023,2.44,3.4021,-0.0217
4.884,0.25,0.0,0.2512,0.023,-0.023,2.47,3.4071,-0.0215
4.905,0.25,0.0,0.2512,0.023,-0.016,2.5,3.4121,-0.0213
4.925,0.25,0.0,0.1846,0.016,-0.016,2.51,3.4158,-0.0212
4.946,0.25,0.0,0.1846,0.016,-0.019,2.53,3.4195,-0.0211
4.966,0.25,0.0,0.2512,0.019,-0.018,2.55,3.4245,-0.0209
4.987,0.25,0.0,0.2447,0.018,-0.018,2.57,3.4294,-0.0208
5.007,0.25,0.0,0.2447,0.018,-0.012,2.59,3.4343,-0.0206
5.028,0.25,0.0,0.2512,0.012,-0.012,2.61,3.4393,-0.0204
5.055,0.25,0.0,0.2512,0.005,-0.006,2.63,3.4494,-0.0201
5.075,0.25,0.0,0.3177,0.006,-0.006,2.63,3.4557,-0.0198
5.096,0.25,0.0,0.3177,0.006,-0.004,2.64,3.4621,-0.0196
5.117,0.25,0.0,0.249,0.004,-0.004,2.65,3.467,-0.0194
5.137,0.25,0.0,0.249,0.004,0.0,2.65,3.472,-0.0192
5.158,0.25,0.0,0.2512,-0.0,0.0,2.65,3.477,-0.0191
5.178,0.25,0.0,0.2512,-0.0,0.0,2.65,3.482,-0.0189
5.199,0.25,0.0,0.2512,-0.0,-0.005,2.65,3.4871,-0.0187
5.219,0.25,0.0,0.2576,0.005,-0.005,2.66,3.4922,-0.0185
5.239,0.25,0.0,0.2576,0.005,-0.001,2.66,3.4974,-0.0183
5.26,0.25,0.0,0.249,0.001,-0.013,2.66,3.5023,-0.0181
5.28,0.25,0.0,0.2469,0.013,-0.013,2.68,3.5073,-0.018
5.301,0.25,0.0,0.2469,0.013,0.005,2.69,3.5122,-0.0178
5.321,0.25,0.0,0.1846,-0.005,0.005,2.69,3.5159,-0.0176
5.342,0.25,0.0,0.1846,-0.005,-0.003,2.68,3.5196,-0.0175
5.362,0.25,0.0,0.3113,0.003,-0.003,2.69,3.5258,-0.0173
5.383,0.25,0.0,0.3113,0.003,0.001,2.69,3.5321,-0.0171
5.403,0.25,0.0,0.2683,-0.001,-0.001,2.69,3.5374,-0.0169
5.424,0.25,0.0,0.2447,0.001,-0.001,2.69,3.5423,-0.0167
5.444,0.25,0.0,0.2447,0.001,0.001,2.69,3.5472,-0.0165
5.464,0.25,0.0,0.2512,-0.001,0.001,2.69,3.5522,-0.0163
5.485,0.25,0.0,0.2512,-0.001,-0.007,2.69,3.5572,-0.0161
5.505,0.25,0.0,0.249,0.007,0.005,2.7,3.5622,-0.0159
5.526,0.25,0.0,0.2576,-0.005,0.005,2.69,3.5673,-0.0158
5.546,0.25,0.0,0.2576,-0.005,-0.002,2.68,3.5725,-0.0156
5.567,0.25,0.0,0.2533,0.002,-0.002,2.69,3.5776,-0.0154
5.59,0.25,0.0,0.2598,-0.004,0.004,2.68,3.5878,-0.015
5.611,0.25,0.0,0.2555,-0.005,0.005,2.68,3.5929,-0.0148
5.635,0.25,0.0,0.2555,-0.005,-0.01,2.67,3.598,-0.0146
5.655,0.25,0.0,0.2555,0.005,-0.005,2.68,3.6031,-0.0144
5.676,0.25,0.0,0.2555,0.005,0.005,2.68,3.6083,-0.0143
5.697,0.25,0.0,0.2598,-0.005,0.0,2.68,3.6134,-0.0141
5.717,0.25,0.0,0.1932,-0.0,0.0,2.68,3.6173,-0.0139
5.738,0.25,0.0,0.1932,-0.0,-0.004,2.68,3.6212,-0.0138
5.758,0.25,0.0,0.322,0.004,-0.004,2.68,3.6276,-0.0135
5.778,0.25,0.0,0.322,0.004,-0.005,2.69,3.634,-0.0133
5.799,0.25,0.0,0.2619,0.005,-0.006,2.69,3.6393,-0.0131
5.819,0.25,0.0,0.2555,0.006,-0.006,2.7,3.6444,-0.0129
5.84,0.25,0.0,0.2555,0.006,0.013,2.71,3.6495,-0.0127
5.86,0.25,0.0,0.2619,-0.013,0.013,2.69,3.6547,-0.0126
5.88,0.25,0.0,0.2619,-0.013,0.004,2.68,3.66,-0.0124
5.901,0.25,0.0,0.2791,-0.004,-0.007,2.67,3.6655,-0.0122
5.921,0.25,0.0,0.2641,0.007,-0.007,2.68,3.6708,-0.012
5.942,0.25,0.0,0.2641,0.007,0.0,2.69,3.6761,-0.0118
5.962,0.25,0.0,0.1889,-0.0,0.0,2.69,3.6799,-0.0116
5.983,0.25,0.0,0.1889,-0.0,0.003,2.69,3.6836,-0.0115
6.003,0.25,0.0,0.3327,-0.003,0.003,2.69,3.6903,-0.0112
6.024,0.25,0.0,0.3327,-0.003,-0.014,2.68,3.6969,-0.011
6.044,0.25,0.0,0.2662,0.014,-0.006,2.7,3.7023,-0.0108
6.065,0.25,0.0,0.1954,0.006,-0.006,2.7,3.7062,-0.0107
6.085,0.25,0.0,0.1954,0.006,0.004,2.71,3.7101,-0.0105
6.106,0.25,0.0,0.2598,-0.004,0.004,2.71,3.7153,-0.0103
6.126,0.25,0.0,0.2598,-0.004,-0.004,2.7,3.7205,-0.0101
6.147,0.25,0.0,0.3263,0.004,0.003,2.71,3.727,-0.0099
6.168,0.25,0.0,0.2576,-0.003,0.003,2.7,3.7321,-0.0097
6.188,0.25,0.0,0.2576,-0.003,-0.012,2.7,3.7372,-0.0095
6.209,0.25,0.0,0.2641,0.012,-0.012,2.71,3.7425,-0.0093
6.23,0.25,0.0,0.2619,-0.008,0.008,2.72,3.753,-0.0089
6.253,0.25,0.0,0.2555,0.003,-0.003,2.72,3.7581,-0.0087
6.276,0.25,0.0,0.2555,0.003,-0.004,2.73,3.7633,-0.0085
6.296,0.25,0.0,0.2598,0.004,-0.004,2.73,3.7684,-0.0083
6.318,0.25,0.0,0.2598,0.004,0.0,2.73,3.7736,-0.0082
6.338,0.25,0.0,0.1932,-0.0,-0.017,2.73,3.7775,-0.008
6.359,0.25,0.0,0.2555,0.017,-0.017,2.75,3.7826,-0.0078
6.379,0.25,0.0,0.2555,0.017,0.004,2.77,3.7877,-0.0076
6.4,0.25,0.0,0.2812,-0.004,0.004,2.77,3.7933,-0.0074
6.42,0.25,0.0,0.2812,-0.004,0.003,2.76,3.799,-0.0072
6.441,0.25,0.0,0.2533,-0.003,-0.012,2.76,3.804,-0.007
6.461,0.25,0.0,0.2555,0.012,-0.012,2.77,3.8091,-0.0068
6.482,0.25,0.0,0.2555,0.012,0.004,2.79,3.8143,-0.0066
6.502,0.25,0.0,0.2447,-0.004,0.004,2.78,3.8191,-0.0064
6.523,0.25,0.0,0.2447,-0.004,0.005,2.78,3.824,-0.0062
6.543,0.25,0.0,0.2619,-0.005,-0.001,2.77,3.8292,-0.006
6.564,0.25,0.0,0.2469,0.001,-0.001,2.77,3.8342,-0.0058
6.584,0.25,0.0,0.2469,0.001,-0.004,2.78,3.8391,-0.0057
6.605,0.25,0.0,0.2662,0.004,-0.004,2.78,3.8444,-0.0055
6.625,0.25,0.0,0.2662,0.004,-0.017,2.79,3.8498,-0.0052
6.646,0.25,0.0,0.2576,0.017,-0.017,2.8,3.8549,-0.005
6.667,0.25,0.0,0.2576,0.017,0.016,2.82,3.86,-0.0048
6.687,0.25,0.0,0.2576,-0.016,-0.013,2.81,3.8652,-0.0046
6.708,0.25,0.0,0.2576,0.013,-0.013,2.82,3.8703,-0.0044
6.731,0.25,0.0,0.2619,0.012,-0.012,2.85,3.8807,-0.004
6.758,0.25,0.0,0.2619,0.012,0.006,2.86,3.886,-0.0038
6.778,0.25,0.0,0.2533,-0.006,0.004,2.86,3.891,-0.0036
6.799,0.25,0.0,0.2619,-0.004,0.004,2.85,3.8963,-0.0034
6.819,0.25,0.0,0.2619,-0.004,0.002,2.85,3.9015,-0.0032
6.84,0.25,0.0,0.1889,-0.002,0.002,2.84,3.9053,-0.0031
6.86,0.25,0.0,0.1889,-0.002,-0.004,2.84,3.9091,-0.0029
6.88,0.25,0.0,0.2576,0.004,0.004,2.85,3.9142,-0.0027
6.901,0.25,0.0,0.2812,-0.004,0.004,2.84,3.9198,-0.0025
6.922,0.25,0.0,0.2812,-0.004,-0.004,2.84,3.9255,-0.0023
6.942,0.25,0.0,0.2598,0.004,-0.004,2.84,3.9306,-0.0021
6.963,0.25,0.0,0.2598,0.004,0.001,2.85,3.9359,-0.0019
6.983,0.25,0.0,0.1932,-0.001,-0.002,2.85,3.9397,-0.0017
7.004,0.25,0.0,0.2641,0.002,-0.002,2.85,3.945,-0.0015
