t,cmd_vx,cmd_wz,odom_vx,odom_wz,imu_wz,yaw_deg,x,y
7.267,0.25,0.0,0.0236,0.001,-0.002,4.7,5.8599,0.1811
7.287,0.25,0.0,0.0236,0.002,-0.002,4.7,5.8603,0.1812
7.308,0.25,0.0,0.0236,0.002,0.0,4.7,5.8608,0.1813
7.328,0.25,0.0,0.0236,-0.0,0.0,4.7,5.8613,0.1814
7.349,0.25,0.0,0.0236,-0.0,-0.004,4.7,5.8617,0.1814
7.369,0.25,0.0,0.0236,0.004,0.002,4.71,5.8622,0.1815
7.39,0.25,0.0,0.0258,-0.002,0.002,4.7,5.8627,0.1816
7.41,0.25,0.0,0.0258,-0.002,-0.001,4.7,5.8632,0.1817
7.431,0.25,0.0,0.0236,0.001,-0.001,4.7,5.8637,0.1817
7.453,0.25,0.0,0.0236,-0.001,0.001,4.7,5.8646,0.1819
7.475,0.25,0.0,0.0236,0.002,-0.002,4.7,5.8651,0.182
7.497,0.25,0.0,0.0236,0.002,-0.002,4.71,5.8656,0.182
7.517,0.25,0.0,0.0236,-0.0,0.0,4.71,5.866,0.1821
7.54,0.25,0.0,0.0236,-0.0,0.0,4.71,5.8665,0.1822
7.56,0.25,0.0,0.0236,-0.0,0.001,4.71,5.867,0.1822
7.581,0.25,0.0,0.0236,-0.001,0.001,4.71,5.8674,0.1823
7.601,0.25,0.0,0.0236,-0.001,0.002,4.7,5.8679,0.1824
7.621,0.25,0.0,0.0258,-0.002,0.002,4.7,5.8684,0.1825
7.642,0.25,0.0,0.0258,-0.002,-0.001,4.7,5.8689,0.1825
7.662,0.25,0.0,0.0258,0.001,-0.001,4.7,5.8694,0.1826
7.683,0.25,0.0,0.0258,0.001,-0.001,4.7,5.8699,0.1827
7.703,0.25,0.0,0.0279,0.001,0.002,4.7,5.8705,0.1828
7.724,0.25,0.0,0.0215,-0.002,0.002,4.7,5.8709,0.1828
7.744,0.25,0.0,0.0215,-0.002,-0.002,4.7,5.8713,0.1829
7.765,0.25,0.0,0.0215,0.002,-0.002,4.7,5.8717,0.183
7.785,0.25,0.0,0.0215,0.002,0.004,4.7,5.8722,0.183
7.806,0.25,0.0,0.0236,-0.004,-0.001,4.7,5.8726,0.1831
7.826,0.25,0.0,0.0236,0.001,-0.001,4.7,5.8731,0.1832
7.847,0.25,0.0,0.0236,0.001,0.001,4.7,5.8736,0.1833
7.867,0.25,0.0,0.0236,-0.001,0.001,4.7,5.874,0.1833
7.888,0.25,0.0,0.0236,-0.001,-0.005,4.7,5.8745,0.1834
7.908,0.25,0.0,0.0236,0.005,-0.002,4.7,5.875,0.1835
7.929,0.25,0.0,0.0236,0.002,-0.002,4.71,5.8754,0.1835
7.949,0.25,0.0,0.0236,0.002,0.0,4.71,5.8759,0.1836
7.97,0.25,0.0,0.0236,-0.0,0.0,4.71,5.8764,0.1837
7.993,0.25,0.0,0.0215,-0.0,0.0,4.71,5.8773,0.1838
