t,cmd_vx,cmd_wz,odom_vx,odom_wz,imu_wz,yaw_deg,x,y
1.12,-0.25,0.0,-0.2598,-0.006,0.006,-0.73,7.785,0.4682
1.14,-0.25,0.0,-0.2598,-0.006,0.016,-0.74,7.7799,0.4671
1.161,-0.25,0.0,-0.2619,-0.016,-0.008,-0.75,7.7748,0.4659
1.181,-0.25,0.0,-0.2641,0.008,-0.008,-0.74,7.7696,0.4648
1.202,-0.25,0.0,-0.2641,0.008,-0.013,-0.74,7.7645,0.4637
1.222,-0.25,0.0,-0.2576,0.013,-0.013,-0.72,7.7594,0.4626
1.243,-0.25,0.0,-0.2576,0.013,0.003,-0.71,7.7544,0.4615
1.263,-0.25,0.0,-0.2662,-0.003,-0.019,-0.71,7.7492,0.4604
1.284,-0.25,0.0,-0.2469,0.019,-0.019,-0.69,7.7444,0.4593
1.304,-0.25,0.0,-0.2469,0.019,-0.003,-0.67,7.7395,0.4582
1.325,-0.25,0.0,-0.2619,0.003,-0.003,-0.66,7.7344,0.4571
1.345,-0.25,0.0,-0.2619,0.003,-0.007,-0.66,7.7293,0.456
1.366,-0.25,0.0,-0.2512,0.007,-0.005,-0.65,7.7244,0.4549
1.386,-0.25,0.0,-0.2619,0.005,-0.005,-0.65,7.7193,0.4538
1.408,-0.25,0.0,-0.2512,0.01,-0.01,-0.63,7.7093,0.4516
1.429,-0.25,0.0,-0.2512,0.01,-0.01,-0.63,7.7093,0.4516
1.453,-0.25,0.0,-0.2619,0.013,0.0,-0.6,7.6993,0.4494
1.474,-0.25,0.0,-0.249,-0.0,0.0,-0.6,7.6944,0.4483
1.494,-0.25,0.0,-0.249,-0.0,-0.002,-0.6,7.6895,0.4472
1.515,-0.25,0.0,-0.2641,0.002,-0.002,-0.6,7.6844,0.4461
1.535,-0.25,0.0,-0.2641,0.002,-0.003,-0.6,7.6792,0.4449
1.556,-0.25,0.0,-0.2533,0.003,-0.003,-0.59,7.6743,0.4438
1.576,-0.25,0.0,-0.2533,0.003,-0.007,-0.59,7.6693,0.4427
1.597,-0.25,0.0,-0.2512,0.007,-0.004,-0.58,7.6644,0.4417
1.617,-0.25,0.0,-0.2576,0.004,-0.004,-0.58,7.6594,0.4405
1.638,-0.25,0.0,-0.2576,0.004,0.007,-0.57,7.6543,0.4394
1.658,-0.25,0.0,-0.2619,-0.007,0.007,-0.58,7.6492,0.4383
1.679,-0.25,0.0,-0.2619,-0.007,-0.01,-0.59,7.6441,0.4372
1.699,-0.25,0.0,-0.2619,0.01,0.006,-0.58,7.639,0.436
1.72,-0.25,0.0,-0.2576,-0.006,0.006,-0.58,7.634,0.4349
1.74,-0.25,0.0,-0.2576,-0.006,-0.011,-0.59,7.6289,0.4338
1.76,-0.25,0.0,-0.2555,0.011,-0.011,-0.58,7.624,0.4327
1.781,-0.25,0.0,-0.2555,0.011,-0.007,-0.57,7.619,0.4316
1.801,-0.25,0.0,-0.2512,0.007,-0.001,-0.56,7.6141,0.4305
1.822,-0.25,0.0,-0.2576,0.001,-0.001,-0.56,7.609,0.4294
1.842,-0.25,0.0,-0.2576,0.001,-0.012,-0.56,7.604,0.4283
1.863,-0.25,0.0,-0.2576,0.012,-0.012,-0.54,7.599,0.4272
1.883,-0.25,0.0,-0.2576,0.012,0.006,-0.53,7.594,0.426
1.903,-0.25,0.0,-0.2683,-0.006,-0.007,-0.54,7.5887,0.4249
1.924,-0.25,0.0,-0.2533,0.007,-0.007,-0.53,7.5838,0.4238
1.944,-0.25,0.0,-0.2533,0.007,-0.006,-0.52,7.5788,0.4227
1.965,-0.25,0.0,-0.2598,0.006,-0.006,-0.51,7.5738,0.4216
1.985,-0.25,0.0,-0.2598,0.006,0.002,-0.51,7.5687,0.4204
2.008,-0.25,0.0,-0.2555,0.006,-0.006,-0.5,7.5587,0.4182
2.033,-0.25,0.0,-0.2555,0.006,0.0,-0.49,7.5537,0.4171
2.054,-0.25,0.0,-0.2555,-0.0,0.0,-0.49,7.5487,0.416
2.074,-0.25,0.0,-0.2555,-0.0,0.004,-0.49,7.5437,0.4149
2.095,-0.25,0.0,-0.2619,-0.004,0.007,-0.5,7.5386,0.4137
2.115,-0.25,0.0,-0.2598,-0.007,0.007,-0.51,7.5336,0.4126
2.135,-0.25,0.0,-0.2598,-0.007,-0.008,-0.51,7.5285,0.4115
2.156,-0.25,0.0,-0.2641,0.008,-0.008,-0.51,7.5233,0.4103
2.176,-0.25,0.0,-0.2641,0.008,-0.009,-0.5,7.5182,0.4092
2.197,-0.25,0.0,-0.1996,0.009,-0.009,-0.49,7.5143,0.4083
2.217,-0.25,0.0,-0.1996,0.009,0.006,-0.48,7.5104,0.4074
2.237,-0.25,0.0,-0.2598,-0.006,0.003,-0.48,7.5053,0.4063
2.258,-0.25,0.0,-0.3327,-0.003,0.003,-0.49,7.4988,0.4048
2.278,-0.25,0.0,-0.3327,-0.003,0.009,-0.49,7.4923,0.4034
2.299,-0.25,0.0,-0.2619,-0.009,0.009,-0.5,7.4872,0.4023
2.319,-0.25,0.0,-0.2619,-0.009,-0.002,-0.51,7.4821,0.4011
2.34,-0.25,0.0,-0.2619,0.002,-0.001,-0.51,7.477,0.4
2.36,-0.25,0.0,-0.2576,0.001,-0.001,-0.51,7.472,0.3989
2.381,-0.25,0.0,-0.2576,0.001,0.006,-0.51,7.4669,0.3977
2.401,-0.25,0.0,-0.2726,-0.006,0.006,-0.51,7.4616,0.3966
2.422,-0.25,0.0,-0.2726,-0.006,0.0,-0.52,7.4563,0.3954
2.442,-0.25,0.0,-0.2683,-0.0,-0.003,-0.52,7.451,0.3942
2.463,-0.25,0.0,-0.2641,0.003,-0.003,-0.52,7.4459,0.3931
2.483,-0.25,0.0,-0.2641,0.003,0.01,-0.51,7.4407,0.3919
2.504,-0.25,0.0,-0.2598,-0.01,0.01,-0.52,7.4357,0.3908
2.524,-0.25,0.0,-0.2598,-0.01,-0.005,-0.54,7.4306,0.3897
2.545,-0.25,0.0,-0.2576,0.005,0.0,-0.53,7.4256,0.3885
2.566,-0.25,0.0,-0.2576,-0.0,0.0,-0.53,7.4205,0.3874
2.588,-0.25,0.0,-0.2576,0.003,-0.003,-0.53,7.4105,0.3852
2.615,-0.25,0.0,-0.2576,0.003,0.008,-0.52,7.4054,0.3841
2.635,-0.25,0.0,-0.2641,-0.008,-0.002,-0.53,7.4003,0.3829
2.656,-0.25,0.0,-0.2619,0.002,-0.002,-0.53,7.3952,0.3818
2.676,-0.25,0.0,-0.2619,0.002,-0.002,-0.53,7.3901,0.3806
2.696,-0.25,0.0,-0.2576,0.002,-0.002,-0.52,7.385,0.3795
2.717,-0.25,0.0,-0.2576,0.002,0.006,-0.52,7.38,0.3784
2.737,-0.25,0.0,-0.2555,-0.006,-0.002,-0.53,7.375,0.3773
2.758,-0.25,0.0,-0.2791,0.002,-0.002,-0.53,7.3696,0.3761
2.778,-0.25,0.0,-0.2791,0.002,0.01,-0.52,7.3641,0.3749
2.798,-0.25,0.0,-0.2576,-0.01,0.01,-0.54,7.3591,0.3737
2.819,-0.25,0.0,-0.2576,-0.01,-0.01,-0.55,7.354,0.3726
2.839,-0.25,0.0,-0.1932,0.01,-0.01,-0.54,7.3503,0.3718
2.86,-0.25,0.0,-0.1932,0.01,0.002,-0.53,7.3465,0.371
2.88,-0.25,0.0,-0.3156,-0.002,0.0,-0.53,7.3404,0.3696
2.901,-0.25,0.0,-0.2769,-0.0,0.0,-0.53,7.3349,0.3684
2.921,-0.25,0.0,-0.2769,-0.0,0.002,-0.53,7.3295,0.3672
2.942,-0.25,0.0,-0.2576,-0.002,0.002,-0.53,7.3245,0.3661
2.962,-0.25,0.0,-0.2576,-0.002,0.004,-0.53,7.3195,0.3649
2.983,-0.25,0.0,-0.1932,-0.004,0.0,-0.54,7.3157,0.3641
3.003,-0.25,0.0,-0.2555,-0.0,0.0,-0.54,7.3107,0.363
3.023,-0.25,0.0,-0.2555,-0.0,0.005,-0.54,7.3057,0.3619
3.044,-0.25,0.0,-0.2791,-0.005,0.005,-0.54,7.3003,0.3607
3.064,-0.25,0.0,-0.2791,-0.005,-0.003,-0.55,7.2948,0.3595
3.085,-0.25,0.0,-0.2512,0.003,-0.008,-0.54,7.2899,0.3584
3.106,-0.25,0.0,-0.2598,0.008,-0.008,-0.54,7.2849,0.3573
3.128,-0.25,0.0,-0.2533,-0.013,0.013,-0.54,7.2748,0.355
3.151,-0.25,0.0,-0.2533,-0.013,0.013,-0.56,7.2699,0.3539
3.172,-0.25,0.0,-0.2726,-0.006,-0.003,-0.56,7.2646,0.3527
3.192,-0.25,0.0,-0.2512,0.003,-0.003,-0.56,7.2597,0.3517
3.213,-0.25,0.0,-0.2512,0.003,-0.025,-0.56,7.2547,0.3506
3.234,-0.25,0.0,-0.2705,0.01,-0.01,-0.54,7.2495,0.3494
3.254,-0.25,0.0,-0.2705,0.01,0.005,-0.53,7.2442,0.3482
3.274,-0.25,0.0,-0.2598,-0.001,-0.005,-0.53,7.2391,0.3471
3.295,-0.25,0.0,-0.2641,0.005,-0.005,-0.53,7.234,0.346
3.315,-0.25,0.0,-0.2641,0.005,-0.005,-0.52,7.2288,0.3448
3.336,-0.25,0.0,-0.2576,0.005,-0.005,-0.52,7.2238,0.3437
3.356,-0.25,0.0,-0.2576,0.005,-0.013,-0.51,7.2188,0.3426
3.376,-0.25,0.0,-0.2683,0.013,0.006,-0.5,7.2135,0.3414
3.397,-0.25,0.0,-0.2598,-0.006,0.006,-0.5,7.2085,0.3403
3.417,-0.25,0.0,-0.2598,-0.006,-0.006,-0.51,7.2034,0.3391
3.438,-0.25,0.0,-0.2769,0.006,-0.006,-0.5,7.198,0.3379
3.458,-0.25,0.0,-0.2769,0.006,0.001,-0.5,7.1926,0.3367
3.479,-0.25,0.0,-0.2641,-0.001,0.001,-0.5,7.1874,0.3356
3.5,-0.25,0.0,-0.2641,-0.001,0.009,-0.5,7.1822,0.3344
3.52,-0.25,0.0,-0.2705,-0.009,0.002,-0.51,7.177,0.3333
3.541,-0.25,0.0,-0.2662,-0.002,0.002,-0.51,7.1718,0.3321
3.561,-0.25,0.0,-0.2662,-0.002,0.001,-0.51,7.1666,0.3309
3.582,-0.25,0.0,-0.2769,-0.001,0.001,-0.51,7.1612,0.3297
3.602,-0.25,0.0,-0.2769,-0.001,-0.001,-0.52,7.1558,0.3285
3.623,-0.25,0.0,-0.2769,0.001,0.005,-0.51,7.1504,0.3273
3.643,-0.25,0.0,-0.2705,-0.005,0.005,-0.52,7.1451,0.3262
3.664,-0.25,0.0,-0.2705,-0.005,0.002,-0.53,7.1398,0.325
3.684,-0.25,0.0,-0.2705,-0.002,0.002,-0.53,7.1345,0.3238
3.705,-0.25,0.0,-0.2705,-0.002,0.01,-0.53,7.1292,0.3226
3.725,-0.25,0.0,-0.2641,-0.01,0.008,-0.54,7.1241,0.3215
3.746,-0.25,0.0,-0.2683,-0.008,0.008,-0.55,7.1189,0.3203
3.769,-0.25,0.0,-0.2662,-0.009,0.009,-0.57,7.1084,0.318
3.793,-0.25,0.0,-0.2662,-0.009,0.011,-0.58,7.1032,0.3169
3.814,-0.25,0.0,-0.2769,-0.01,-0.02,-0.59,7.0978,0.3157
3.834,-0.25,0.0,-0.2705,0.02,-0.02,-0.57,7.0925,0.3145
3.855,-0.25,0.0,-0.2705,0.02,0.002,-0.55,7.0872,0.3133
3.875,-0.25,0.0,-0.2683,-0.002,0.002,-0.55,7.082,0.3122
3.895,-0.25,0.0,-0.2683,-0.002,-0.009,-0.55,7.0767,0.311
3.916,-0.25,0.0,-0.2705,0.009,-0.028,-0.54,7.0715,0.3098
3.936,-0.25,0.0,-0.2683,0.028,-0.028,-0.51,7.0662,0.3087
3.957,-0.25,0.0,-0.2683,0.028,0.012,-0.48,7.061,0.3075
3.977,-0.25,0.0,-0.2662,-0.012,0.012,-0.49,7.0558,0.3063
3.998,-0.25,0.0,-0.2662,-0.012,-0.006,-0.5,7.0506,0.3052
4.018,-0.25,0.0,-0.3435,0.006,0.009,-0.5,7.0439,0.3037
4.039,-0.25,0.0,-0.2683,-0.009,0.009,-0.51,7.0387,0.3025
4.059,-0.25,0.0,-0.2683,-0.009,0.007,-0.52,7.0334,0.3013
4.079,-0.25,0.0,-0.2082,-0.007,0.007,-0.53,7.0294,0.3004
4.1,-0.25,0.0,-0.2082,-0.007,0.004,-0.53,7.0253,0.2995
4.12,-0.25,0.0,-0.2683,-0.004,0.004,-0.54,7.0201,0.2984
4.141,-0.25,0.0,-0.2683,-0.004,0.003,-0.54,7.0148,0.2972
4.161,-0.25,0.0,-0.2984,-0.003,-0.009,-0.55,7.009,0.2959
4.182,-0.25,0.0,-0.2576,0.009,-0.009,-0.54,7.004,0.2948
4.202,-0.25,0.0,-0.2576,0.009,0.005,-0.53,6.9989,0.2937
4.223,-0.25,0.0,-0.2039,-0.005,0.005,-0.53,6.995,0.2928
4.243,-0.25,0.0,-0.2039,-0.005,0.014,-0.54,6.991,0.2919
4.264,-0.25,0.0,-0.2598,-0.014,0.025,-0.55,6.9859,0.2908
4.284,-0.25,0.0,-0.2941,-0.025,0.025,-0.58,6.9802,0.2895
4.305,-0.25,0.0,-0.2941,-0.025,0.012,-0.61,6.9744,0.2882
4.325,-0.25,0.0,-0.2598,-0.012,0.012,-0.62,6.9693,0.2871
4.348,-0.25,0.0,-0.2705,-0.008,0.008,-0.65,6.959,0.2848
4.369,-0.25,0.0,-0.2576,-0.005,0.005,-0.65,6.954,0.2837
4.393,-0.25,0.0,-0.2576,-0.005,0.012,-0.66,6.9489,0.2826
4.414,-0.25,0.0,-0.2683,-0.012,0.012,-0.67,6.9437,0.2815
4.435,-0.25,0.0,-0.2683,-0.012,0.018,-0.69,6.9384,0.2803
4.456,-0.25,0.0,-0.2598,-0.018,0.024,-0.71,6.9334,0.2792
4.476,-0.25,0.0,-0.2619,-0.024,0.024,-0.73,6.9283,0.2781
4.496,-0.25,0.0,-0.2619,-0.024,0.036,-0.76,6.9231,0.277
4.517,-0.25,0.0,-0.2641,-0.036,0.036,-0.8,6.918,0.2758
4.537,-0.25,0.0,-0.2641,-0.036,0.007,-0.84,6.9128,0.2747
4.558,-0.25,0.0,-0.2662,-0.007,0.022,-0.85,6.9076,0.2736
4.578,-0.25,0.0,-0.2555,-0.022,0.022,-0.88,6.9026,0.2725
4.598,-0.25,0.0,-0.2555,-0.022,0.018,-0.9,6.8976,0.2714
4.619,-0.25,0.0,-0.2619,-0.018,0.018,-0.92,6.8925,0.2703
4.639,-0.25,0.0,-0.2619,-0.018,0.01,-0.94,6.8874,0.2692
4.66,-0.25,0.0,-0.2619,-0.01,0.023,-0.96,6.8823,0.2681
4.68,-0.25,0.0,-0.2619,-0.023,0.023,-0.98,6.8771,0.267
4.701,-0.25,0.0,-0.2619,-0.023,0.025,-1.01,6.872,0.2659
4.721,-0.25,0.0,-0.2598,-0.025,0.025,-1.04,6.8669,0.2649
4.742,-0.25,0.0,-0.2598,-0.025,0.021,-1.07,6.8618,0.2638
4.762,-0.25,0.0,-0.2598,-0.021,0.021,-1.09,6.8568,0.2627
4.783,-0.25,0.0,-0.2598,-0.021,0.013,-1.11,6.8517,0.2616
4.803,-0.25,0.0,-0.2834,-0.013,0.009,-1.13,6.8461,0.2605
4.824,-0.25,0.0,-0.2619,-0.009,0.009,-1.14,6.841,0.2594
4.844,-0.25,0.0,-0.2619,-0.009,0.019,-1.15,6.8359,0.2583
4.865,-0.25,0.0,-0.2683,-0.019,0.019,-1.17,6.8306,0.2572
4.885,-0.25,0.0,-0.2683,-0.019,0.02,-1.19,6.8254,0.2561
4.906,-0.25,0.0,-0.1954,-0.02,0.02,-1.22,6.8216,0.2553
4.928,-0.25,0.0,-0.2619,-0.026,0.026,-1.27,6.8126,0.2534
4.949,-0.25,0.0,-0.2619,-0.006,0.006,-1.28,6.8075,0.2523
4.971,-0.25,0.0,-0.2619,-0.006,0.006,-1.28,6.8024,0.2513
4.994,-0.25,0.0,-0.2662,-0.02,0.018,-1.31,6.7972,0.2502
5.014,-0.25,0.0,-0.2662,-0.018,0.018,-1.33,6.7919,0.2491
5.035,-0.25,0.0,-0.2662,-0.018,0.016,-1.35,6.7867,0.248
5.055,-0.25,0.0,-0.2769,-0.016,0.016,-1.37,6.7813,0.2469
5.076,-0.25,0.0,-0.2769,-0.016,0.016,-1.38,6.7759,0.2458
5.096,-0.25,0.0,-0.2641,-0.016,0.016,-1.4,6.7707,0.2447
5.117,-0.25,0.0,-0.2641,-0.016,0.03,-1.42,6.7655,0.2436
5.137,-0.25,0.0,-0.2705,-0.03,0.012,-1.45,6.7602,0.2425
5.157,-0.25,0.0,-0.2619,-0.012,0.012,-1.47,6.7551,0.2415
5.178,-0.25,0.0,-0.2619,-0.012,0.01,-1.48,6.7499,0.2404
5.198,-0.25,0.0,-0.2555,-0.01,0.017,-1.49,6.745,0.2394
5.219,-0.25,0.0,-0.2748,-0.017,0.017,-1.51,6.7396,0.2383
5.239,-0.25,0.0,-0.2748,-0.017,0.017,-1.53,6.7342,0.2372
5.259,-0.25,0.0,-0.2748,-0.017,0.017,-1.55,6.7288,0.2361
5.28,-0.25,0.0,-0.2662,-0.017,0.033,-1.57,6.7236,0.235
5.3,-0.25,0.0,-0.2748,-0.033,0.033,-1.61,6.7182,0.234
5.321,-0.25,0.0,-0.2748,-0.033,0.009,-1.65,6.7128,0.2329
5.341,-0.25,0.0,-0.2555,-0.009,0.015,-1.66,6.7078,0.2319
5.361,-0.25,0.0,-0.2598,-0.015,0.015,-1.67,6.7027,0.2308
5.382,-0.25,0.0,-0.2598,-0.015,0.005,-1.69,6.6976,0.2298
5.402,-0.25,0.0,-0.2619,-0.005,0.005,-1.7,6.6925,0.2288
5.423,-0.25,0.0,-0.2619,-0.005,0.005,-1.7,6.6874,0.2277
5.443,-0.25,0.0,-0.2619,-0.005,0.013,-1.71,6.6822,0.2267
5.464,-0.25,0.0,-0.2726,-0.013,0.024,-1.72,6.6769,0.2256
5.484,-0.25,0.0,-0.2598,-0.024,0.015,-1.75,6.6718,0.2246
5.505,-0.25,0.0,-0.2683,-0.015,0.015,-1.77,6.6665,0.2236
5.525,-0.25,0.0,-0.2683,-0.015,0.016,-1.79,6.6613,0.2225
5.546,-0.25,0.0,-0.2619,-0.016,0.007,-1.8,6.6561,0.2215
5.566,-0.25,0.0,-0.2683,-0.007,0.007,-1.81,6.6509,0.2204
5.588,-0.25,0.0,-0.1996,-0.019,0.019,-1.84,6.6417,0.2186
5.609,-0.25,0.0,-0.1996,-0.019,0.019,-1.84,6.6417,0.2186
5.629,-0.25,0.0,-0.1996,-0.019,0.019,-1.89,6.6338,0.2171
5.65,-0.25,0.0,-0.2812,-0.008,0.008,-1.89,6.6283,0.216
5.676,-0.25,0.0,-0.2812,-0.008,0.019,-1.9,6.6228,0.2149
5.696,-0.25,0.0,-0.2598,-0.019,0.019,-1.93,6.6177,0.2139
5.717,-0.25,0.0,-0.2598,-0.019,0.003,-1.95,6.6126,0.2129
5.737,-0.25,0.0,-0.2662,-0.003,0.024,-1.95,6.6074,0.2118
5.758,-0.25,0.0,-0.2641,-0.024,0.024,-1.98,6.6022,0.2108
5.778,-0.25,0.0,-0.2641,-0.024,0.024,-2.01,6.597,0.2098
5.798,-0.25,0.0,-0.2641,-0.024,0.007,-2.03,6.5918,0.2088
5.819,-0.25,0.0,-0.2662,-0.007,0.025,-2.04,6.5866,0.2078
5.84,-0.25,0.0,-0.2726,-0.025,0.025,-2.07,6.5813,0.2067
5.86,-0.25,0.0,-0.2726,-0.025,0.009,-2.1,6.5759,0.2057
5.88,-0.25,0.0,-0.2082,-0.009,0.014,-2.11,6.5718,0.2049
5.901,-0.25,0.0,-0.2662,-0.014,0.014,-2.12,6.5666,0.2039
5.921,-0.25,0.0,-0.2662,-0.014,0.019,-2.14,6.5613,0.2029
5.942,-0.25,0.0,-0.2619,-0.019,0.019,-2.16,6.5562,0.2019
5.963,-0.25,0.0,-0.2619,-0.019,0.014,-2.18,6.5511,0.2009
5.983,-0.25,0.0,-0.1911,-0.014,0.014,-2.2,6.5473,0.2002
6.004,-0.25,0.0,-0.1911,-0.014,0.016,-2.22,6.5435,0.1995
6.024,-0.25,0.0,-0.1932,-0.016,0.016,-2.23,6.5398,0.1987
6.045,-0.25,0.0,-0.1932,-0.016,0.015,-2.25,6.536,0.198
6.065,-0.25,0.0,-0.3285,-0.015,0.009,-2.27,6.5295,0.1968
6.086,-0.25,0.0,-0.249,-0.009,0.015,-2.28,6.5246,0.1959
6.106,-0.25,0.0,-0.2598,-0.015,0.015,-2.3,6.5195,0.1949
6.134,-0.25,0.0,-0.2598,-0.015,0.015,-2.33,6.5093,0.1929
6.154,-0.25,0.0,-0.2383,-0.015,0.006,-2.35,6.5046,0.1921
6.175,-0.25,0.0,-0.2598,-0.006,0.006,-2.36,6.4995,0.1911
6.195,-0.25,0.0,-0.2598,-0.006,0.01,-2.36,6.4944,0.1901
6.216,-0.25,0.0,-0.2447,-0.01,0.01,-2.37,6.4896,0.1892
6.236,-0.25,0.0,-0.2447,-0.01,0.005,-2.39,6.4848,0.1883
6.257,-0.25,0.0,-0.2576,-0.005,0.013,-2.39,6.4797,0.1874
6.277,-0.25,0.0,-0.2447,-0.013,0.013,-2.41,6.4749,0.1864
6.297,-0.25,0.0,-0.2447,-0.013,0.013,-2.42,6.4701,0.1855
6.318,-0.25,0.0,-0.3177,-0.013,0.013,-2.44,6.4639,0.1844
6.338,-0.25,0.0,-0.3177,-0.013,0.013,-2.45,6.4576,0.1832
6.359,-0.25,0.0,-0.2469,-0.013,0.013,-2.47,6.4528,0.1823
6.379,-0.25,0.0,-0.2469,-0.013,0.017,-2.48,6.4479,0.1814
6.4,-0.25,0.0,-0.1889,-0.017,0.012,-2.5,6.4442,0.1807
6.42,-0.25,0.0,-0.2469,-0.012,0.017,-2.51,6.4394,0.1798
6.44,-0.25,0.0,-0.3156,-0.017,0.017,-2.53,6.4331,0.1786
6.461,-0.25,0.0,-0.3156,-0.017,0.017,-2.55,6.4269,0.1775
6.481,-0.25,0.0,-0.3156,-0.017,0.014,-2.57,6.4207,0.1763
6.502,-0.25,0.0,-0.2426,-0.014,0.004,-2.59,6.416,0.1754
6.522,-0.25,0.0,-0.2512,-0.004,0.004,-2.59,6.411,0.1745
6.543,-0.25,0.0,-0.2512,-0.004,0.007,-2.6,6.4061,0.1736
6.563,-0.25,0.0,-0.2469,-0.007,0.01,-2.61,6.4012,0.1727
6.584,-0.25,0.0,-0.2512,-0.01,0.01,-2.62,6.3963,0.1718
6.604,-0.25,0.0,-0.2512,-0.01,0.018,-2.63,6.3913,0.1709
6.625,-0.25,0.0,-0.2533,-0.018,0.018,-2.65,6.3864,0.17
6.645,-0.25,0.0,-0.2533,-0.018,0.013,-2.67,6.3814,0.1691
6.666,-0.25,0.0,-0.2598,-0.013,0.013,-2.69,6.3763,0.1681
6.686,-0.25,0.0,-0.2598,-0.013,0.016,-2.7,6.3712,0.1672
6.707,-0.25,0.0,-0.2555,-0.016,0.016,-2.72,6.3661,0.1663
6.729,-0.25,0.0,-0.2598,-0.003,0.003,-2.74,6.356,0.1644
