t,state,reason,active,lin,ang,nav_wants,x,y,stuck_s,rear_gap,front_gap,side_clear,nearest,guard_blocked,obstacle_mapped,near_mapped
7.6,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
7.7,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
7.8,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
7.9,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
8.0,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
8.1,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
8.2,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
8.3,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
8.4,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
8.5,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
8.601,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
8.7,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
8.8,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
8.9,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
9.0,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
9.1,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
9.2,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
9.3,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
9.4,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
9.5,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
9.6,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
9.7,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
9.8,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
9.9,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
10.0,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
10.1,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
10.2,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
10.3,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
10.4,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
10.5,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
10.6,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
10.7,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
10.8,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
10.9,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
11.0,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
11.1,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
11.2,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
11.3,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
11.4,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
11.5,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
11.6,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
11.7,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
11.8,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
11.9,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
12.0,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
12.1,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
12.2,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
12.3,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
12.4,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
12.5,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
12.6,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
12.7,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
12.8,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
12.9,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
13.0,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
13.1,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
13.2,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
13.3,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
13.4,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
13.5,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
13.6,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
13.7,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
13.8,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
13.9,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
14.0,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
14.1,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
14.2,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
14.3,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
14.4,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
14.5,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
14.6,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
14.7,monitoring,,0,0.0,0.0,0,-0.0,-0.0,,0.749,5.95,0.739,1.0,0,0,1
14.8,monitoring,,0,0.0,0.0,0,0.0,0.0,0.0,0.749,5.95,0.739,1.0,0,0,1
14.9,monitoring,,0,0.0,0.0,1,-0.0,-0.0,0.11,0.742,3.181,0.732,0.999,0,0,1
15.0,monitoring,,0,0.0,0.0,1,-0.0,-0.0,0.0,0.72,3.12,0.715,0.996,0,0,1
15.1,monitoring,,0,0.0,0.0,1,-0.0,-0.0,0.11,0.709,3.175,0.711,0.993,0,0,1
15.2,monitoring,,0,0.0,0.0,1,-0.0,-0.0,0.23,0.708,6.26,0.715,0.99,0,0,1
15.3,monitoring,,0,0.0,0.0,1,-0.0,-0.0,0.0,0.712,6.414,0.723,0.988,0,0,1
15.4,monitoring,,0,0.0,0.0,1,-0.0,-0.0,0.11,0.724,6.566,0.734,0.986,0,0,1
15.5,monitoring,,0,0.0,0.0,1,-0.0,-0.0,0.22,0.732,6.713,0.745,0.984,0,0,1
15.6,monitoring,,0,0.0,0.0,1,-0.0,-0.0,0.33,0.741,8.065,0.765,0.982,0,0,1
15.7,monitoring,,0,0.0,0.0,1,-0.0,-0.0,0.0,0.752,7.957,0.781,0.981,0,0,1
15.8,monitoring,,0,0.0,0.0,1,-0.0,-0.0,0.11,0.765,8.099,0.798,0.979,0,0,1
15.9,monitoring,,0,0.0,0.0,1,-0.0,-0.0,0.22,0.791,8.352,0.83,0.977,0,0,1
16.0,monitoring,,0,0.0,0.0,1,-0.0,-0.0,0.34,0.81,4.632,0.854,0.975,0,0,1
16.1,monitoring,,0,0.0,0.0,1,-0.0,-0.0,0.0,0.832,4.347,0.881,0.973,0,0,1
16.2,monitoring,,0,0.0,0.0,1,-0.0,0.0,0.11,0.87,4.17,0.873,0.971,0,0,1
16.3,monitoring,,0,0.0,0.0,1,-0.0,0.0,0.21,0.88,4.013,0.841,0.969,0,0,1
16.4,monitoring,,0,0.0,0.0,1,-0.0,0.0,0.32,0.854,3.873,0.801,0.967,0,0,1
16.5,monitoring,,0,0.0,0.0,1,-0.0,0.0,0.0,0.821,3.75,0.777,0.965,0,0,1
16.6,monitoring,,0,0.0,0.0,1,-0.0,0.0,0.12,0.802,3.64,0.746,0.963,0,0,1
16.7,monitoring,,0,0.0,0.0,1,-0.0,0.0,0.24,0.786,3.638,0.728,0.96,0,0,1
16.8,monitoring,,0,0.0,0.0,1,0.0,0.0,0.34,0.763,3.631,0.713,0.958,0,0,1
16.9,monitoring,,0,0.0,0.0,1,0.0,0.0,0.0,0.752,3.68,0.692,0.956,0,0,1
17.0,monitoring,,0,0.0,0.0,1,0.0,0.0,0.11,0.742,3.98,0.681,0.954,0,0,1
17.1,monitoring,,0,0.0,0.0,1,0.001,0.003,0.22,0.737,3.247,0.674,0.952,0,0,1
17.2,monitoring,,0,0.0,0.0,1,0.001,0.003,0.33,0.746,4.011,0.68,0.954,0,0,1
17.3,monitoring,,0,0.0,0.0,1,0.001,0.003,0.45,0.759,3.666,0.691,0.954,0,0,1
17.4,monitoring,,0,0.0,0.0,1,0.001,0.003,0.57,0.772,3.634,0.71,0.955,0,0,1
17.5,monitoring,,0,0.0,0.0,1,0.001,0.003,0.0,0.797,3.626,0.725,0.955,0,0,1
17.6,monitoring,,0,0.0,0.0,1,0.001,0.003,0.1,0.816,3.652,0.742,0.955,0,0,1
17.7,monitoring,,0,0.0,0.0,1,0.001,0.003,0.21,0.849,3.768,0.773,0.956,0,0,1
17.8,monitoring,,0,0.0,0.0,1,0.001,0.003,0.32,0.876,3.9,0.797,0.956,0,0,1
17.9,monitoring,,0,0.0,0.0,1,0.001,0.003,0.0,0.873,4.049,0.837,0.957,0,0,1
18.0,monitoring,,0,0.0,0.0,1,0.001,0.003,0.13,0.829,4.219,0.869,0.957,0,0,1
18.1,monitoring,,0,0.0,0.0,1,0.001,0.003,0.25,0.803,4.412,0.887,0.958,0,0,1
18.2,monitoring,,0,0.0,0.0,1,0.001,0.003,0.36,0.77,8.509,0.862,0.958,0,0,1
18.3,monitoring,,0,0.0,0.0,1,0.001,0.003,0.0,0.752,8.229,0.84,0.959,0,0,1
18.4,monitoring,,0,0.0,0.0,1,0.001,0.003,0.1,0.736,7.982,0.811,0.959,0,0,1
18.5,monitoring,,0,0.0,0.0,1,0.001,0.003,0.21,0.715,7.997,0.796,0.96,0,0,1
18.6,monitoring,,0,0.0,0.0,1,0.001,0.003,0.32,0.704,8.437,0.783,0.961,0,0,1
18.7,monitoring,,0,0.0,0.0,1,0.001,0.003,0.0,0.696,6.631,0.772,0.961,0,0,1
18.8,monitoring,,0,0.0,0.0,1,0.001,0.003,0.12,0.689,6.498,0.764,0.962,0,0,1
18.9,monitoring,,0,0.0,0.0,1,0.004,0.004,0.22,0.685,6.383,0.757,0.963,0,0,1
19.0,monitoring,,0,0.0,0.0,1,0.004,0.004,0.33,0.687,6.345,0.752,0.967,0,0,1
19.1,monitoring,,0,0.0,0.0,1,0.004,0.004,0.0,0.686,6.251,0.748,0.968,0,0,1
19.2,monitoring,,0,0.0,0.0,1,0.004,0.004,0.11,0.686,6.199,0.746,0.969,0,0,1
19.3,monitoring,,0,0.0,0.0,1,0.004,0.004,0.22,0.688,3.155,0.747,0.97,0,0,1
19.4,monitoring,,0,0.0,0.0,1,0.004,0.004,0.34,0.692,3.135,0.749,0.971,0,0,1
19.5,monitoring,,0,0.0,0.0,1,0.004,0.004,0.0,0.697,3.138,0.755,0.973,0,0,1
19.6,monitoring,,0,0.0,0.0,1,0.011,0.005,0.11,0.704,3.135,0.76,0.974,0,0,1
19.7,monitoring,,0,0.0,0.0,1,0.033,0.007,0.22,0.713,3.126,0.761,0.983,0,0,1
19.8,monitoring,,0,0.0,0.0,1,0.063,0.01,0.0,0.738,3.102,0.763,1.007,0,0,1
19.9,monitoring,,0,0.0,0.0,1,0.094,0.013,0.11,0.767,3.072,0.766,1.037,0,0,1
20.0,monitoring,,0,0.0,0.0,1,0.124,0.017,0.0,0.798,3.042,0.769,1.047,0,0,1
20.1,monitoring,,0,0.0,0.0,1,0.155,0.02,0.13,0.827,3.012,0.771,1.05,0,0,1
20.2,monitoring,,0,0.0,0.0,1,0.185,0.023,0.0,0.858,2.982,0.774,1.053,0,0,1
20.3,monitoring,,0,0.0,0.0,1,0.216,0.026,0.11,0.887,2.952,0.777,1.056,0,0,1
20.4,monitoring,,0,0.0,0.0,1,0.236,0.028,0.0,0.918,2.922,0.78,1.059,0,0,1
20.5,monitoring,,0,0.0,0.0,1,0.266,0.031,0.11,0.947,2.892,0.783,1.062,0,0,1
20.6,monitoring,,0,0.0,0.0,1,0.297,0.034,0.0,0.977,2.862,0.785,1.065,0,0,1
20.7,monitoring,,0,0.0,0.0,1,0.327,0.037,0.12,1.008,2.832,0.788,1.067,0,0,1
20.8,monitoring,,0,0.0,0.0,1,0.358,0.041,0.0,1.037,2.802,0.791,1.07,0,0,1
20.9,monitoring,,0,0.0,0.0,1,0.388,0.044,0.12,1.067,2.772,0.794,1.073,0,0,1
21.0,monitoring,,0,0.0,0.0,1,0.418,0.047,0.0,1.098,2.742,0.797,1.076,0,0,1
21.1,monitoring,,0,0.0,0.0,1,0.449,0.05,0.11,1.127,2.712,0.799,1.079,0,0,1
21.2,monitoring,,0,0.0,0.0,1,0.479,0.053,0.0,1.157,2.682,0.802,1.082,0,0,1
21.3,monitoring,,0,0.0,0.0,1,0.51,0.056,0.11,1.188,2.652,0.805,1.085,0,0,1
21.4,monitoring,,0,0.0,0.0,1,0.54,0.059,0.0,1.217,2.622,0.808,1.088,0,0,1
21.5,monitoring,,0,0.0,0.0,1,0.571,0.062,0.12,1.247,2.592,0.811,1.09,0,0,1
21.6,monitoring,,0,0.0,0.0,1,0.601,0.066,0.0,1.277,2.562,0.814,1.093,0,0,1
21.7,monitoring,,0,0.0,0.0,1,0.632,0.069,0.11,1.308,2.532,0.818,1.096,0,0,1
21.8,monitoring,,0,0.0,0.0,1,0.662,0.072,0.0,1.338,2.502,0.821,1.099,0,0,1
21.9,monitoring,,0,0.0,0.0,1,0.692,0.075,0.11,1.367,2.472,0.823,1.102,0,0,1
22.0,monitoring,,0,0.0,0.0,1,0.723,0.078,0.0,1.397,2.442,0.826,1.105,0,0,1
22.1,monitoring,,0,0.0,0.0,1,0.743,0.08,0.12,1.426,2.412,0.829,1.108,0,0,1
22.2,monitoring,,0,0.0,0.0,1,0.774,0.083,0.0,1.458,2.382,0.832,1.11,0,0,1
22.3,monitoring,,0,0.0,0.0,1,0.804,0.086,0.11,1.488,2.352,0.835,1.113,0,0,1
22.4,monitoring,,0,0.0,0.0,1,0.834,0.09,0.0,1.517,2.322,0.837,1.116,0,0,1
22.5,monitoring,,0,0.0,0.0,1,0.865,0.093,0.11,1.547,2.292,0.84,1.119,0,0,1
22.6,monitoring,,0,0.0,0.0,1,0.895,0.096,0.0,1.577,2.262,0.843,1.122,0,0,1
22.7,monitoring,,0,0.0,0.0,1,0.926,0.099,0.11,1.606,2.232,0.846,1.125,0,0,1
22.8,monitoring,,0,0.0,0.0,1,0.956,0.102,0.0,1.639,2.202,0.849,1.128,0,0,1
22.9,monitoring,,0,0.0,0.0,1,0.987,0.105,0.12,1.669,2.172,0.852,1.13,0,0,1
23.0,monitoring,,0,0.0,0.0,1,1.017,0.108,0.0,1.699,2.142,0.854,1.133,0,0,1
23.1,monitoring,,0,0.0,0.0,1,1.048,0.111,0.11,1.728,2.112,0.857,1.136,0,0,1
23.2,monitoring,,0,0.0,0.0,1,1.078,0.115,0.0,1.758,2.082,0.86,1.139,0,0,1
23.3,monitoring,,0,0.0,0.0,1,1.108,0.118,0.11,1.787,2.052,0.863,1.142,0,0,1
23.4,monitoring,,0,0.0,0.0,1,1.139,0.121,0.0,1.817,2.022,0.866,1.145,0,0,1
23.5,monitoring,,0,0.0,0.0,1,1.169,0.124,0.12,1.849,1.992,0.868,1.148,0,0,1
23.6,monitoring,,0,0.0,0.0,1,1.2,0.127,0.0,1.879,1.962,0.871,1.151,0,0,1
23.7,monitoring,,0,0.0,0.0,1,1.23,0.13,0.11,1.909,1.932,0.874,1.153,0,0,1
23.8,monitoring,,0,0.0,0.0,1,1.25,0.132,0.0,1.938,1.902,0.877,1.156,0,0,1
23.9,monitoring,,0,0.0,0.0,1,1.281,0.135,0.11,1.968,1.872,0.88,1.159,0,0,1
24.0,monitoring,,0,0.0,0.0,1,1.311,0.139,0.0,1.998,1.842,0.883,1.162,0,0,1
24.1,monitoring,,0,0.0,0.0,1,1.342,0.142,0.11,2.027,1.812,0.885,1.165,0,0,1
24.2,monitoring,,0,0.0,0.0,1,1.372,0.145,0.0,2.057,1.782,0.892,1.168,0,0,1
24.3,monitoring,,0,0.0,0.0,1,1.403,0.148,0.12,2.087,1.752,0.894,1.171,0,0,1
24.4,monitoring,,0,0.0,0.0,1,1.433,0.151,0.0,2.119,1.722,0.897,1.173,0,0,1
24.5,monitoring,,0,0.0,0.0,0,1.464,0.154,0.11,2.149,1.692,0.9,1.176,0,0,1
24.6,monitoring,,0,0.0,0.0,1,1.494,0.157,0.0,2.179,1.662,0.903,1.179,0,0,1
24.7,monitoring,,0,0.0,0.0,1,1.524,0.16,0.11,2.209,1.632,0.906,1.182,0,0,1
24.8,monitoring,,0,0.0,0.0,1,1.535,0.162,0.21,2.238,1.602,0.908,1.185,0,0,1
24.9,monitoring,,0,0.0,0.0,1,1.535,0.162,0.33,2.252,1.586,0.913,1.186,0,0,1
25.0,monitoring,,0,0.0,0.0,1,1.535,0.162,0.45,2.259,1.574,0.921,1.186,0,0,1
25.1,monitoring,,0,0.0,0.0,1,1.535,0.162,0.0,2.264,1.587,0.925,1.186,0,0,1
25.2,monitoring,,0,0.0,0.0,1,1.536,0.162,0.11,2.258,1.686,0.916,1.187,0,0,1
25.3,monitoring,,0,0.0,0.0,1,1.547,0.16,0.22,2.257,4.427,0.911,1.187,0,0,1
25.4,monitoring,,0,0.0,0.0,1,1.574,0.158,0.33,2.269,4.415,0.91,1.186,0,0,1
25.5,monitoring,,0,0.0,0.0,1,1.594,0.156,0.0,2.295,4.389,0.908,1.183,0,0,1
25.6,monitoring,,0,0.0,0.0,1,1.625,0.153,0.13,2.325,4.359,0.905,1.181,0,0,1
25.7,monitoring,,0,0.0,0.0,1,1.655,0.15,0.0,2.355,4.329,0.903,1.178,0,0,1
25.8,monitoring,,0,0.0,0.0,1,1.686,0.147,0.11,2.384,4.299,0.9,1.175,0,0,1
25.9,monitoring,,0,0.0,0.0,1,1.716,0.144,0.0,2.414,4.269,0.897,1.173,0,0,1
