ts,v_front,v_rear,set_left,set_right,meas_fl,meas_fr,meas_rl,meas_rr,stall,event
1788647823.345,41.50,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647823.446,41.50,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647823.546,41.50,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647823.638,41.50,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647823.736,41.50,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647823.841,41.50,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647823.943,41.50,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647824.046,41.50,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647824.135,41.50,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647824.236,41.50,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647824.343,41.50,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647824.450,41.50,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647824.534,41.50,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647824.638,41.50,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647824.762,41.50,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647824.855,41.50,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647824.944,41.50,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647825.074,41.50,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647825.138,41.50,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647825.239,41.50,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647825.337,41.50,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647825.446,41.50,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647825.535,41.50,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647825.643,41.50,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647825.748,41.50,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647825.834,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647825.954,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647826.041,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647826.137,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647826.255,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647826.350,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647826.448,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647826.551,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647826.642,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647826.738,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647826.835,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647826.948,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647827.047,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647827.139,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647827.236,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647827.334,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647827.434,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647827.542,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647827.637,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647827.735,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647827.860,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647827.934,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647828.042,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647828.134,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647828.234,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647828.337,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647828.445,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647828.550,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647828.635,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647828.734,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647828.837,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647828.949,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647829.035,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647829.137,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647829.245,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647829.353,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647829.435,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647829.536,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647829.641,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647829.750,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647829.837,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647829.940,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647830.040,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647830.137,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647830.238,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647830.337,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647830.435,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647830.541,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647830.645,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647830.745,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647830.835,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647830.974,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647831.046,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647831.135,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647831.244,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647831.356,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647831.445,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647831.537,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647831.637,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647831.737,41.48,40.84,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647831.846,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647831.950,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647832.037,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647832.147,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647832.234,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647832.340,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647832.434,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647832.537,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647832.637,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647832.734,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647832.834,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647832.940,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647833.035,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647833.147,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647833.253,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647833.337,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647833.434,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647833.535,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647833.636,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647833.737,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647833.834,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647833.940,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647834.043,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647834.135,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647834.240,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647834.335,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647834.446,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647834.543,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647834.635,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647834.750,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647834.839,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647834.940,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647835.063,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647835.155,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647835.245,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647835.340,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647835.439,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647835.540,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647835.635,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647835.735,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647835.847,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647835.955,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647836.047,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647836.148,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647836.244,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647836.351,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647836.468,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647836.547,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647836.637,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647836.744,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647836.835,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647836.939,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647837.068,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647837.135,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647837.247,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647837.365,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647837.471,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647837.544,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647837.638,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647837.735,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647837.853,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647837.948,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647838.034,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647838.148,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647838.248,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647838.344,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647838.453,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647838.535,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647838.645,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647838.737,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647838.846,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647838.937,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647839.042,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647839.143,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647839.242,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647839.337,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647839.445,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647839.534,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647839.638,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647839.735,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647839.839,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647839.949,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647840.047,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647840.139,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647840.248,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647840.352,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647840.445,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647840.534,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647840.635,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647840.744,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647840.845,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647840.934,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647841.039,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647841.135,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647841.250,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647841.346,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647841.438,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647841.534,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647841.640,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647841.734,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647841.842,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647841.938,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647842.041,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647842.137,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647842.242,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647842.336,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647842.435,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647842.549,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647842.634,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647842.745,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647842.850,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647842.937,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647843.052,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647843.135,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647843.248,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647843.353,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647843.470,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647843.548,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647843.649,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647843.734,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647843.835,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647843.948,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647844.045,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647844.137,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647844.234,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647844.351,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647844.438,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647844.541,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647844.653,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647844.737,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647844.841,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647844.934,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647845.049,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647845.146,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647845.249,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647845.335,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647845.443,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647845.539,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647845.652,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647845.787,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647845.853,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647845.949,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647846.041,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647846.148,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647846.254,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647846.335,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647846.438,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647846.534,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647846.645,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647846.770,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647846.848,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647846.934,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647847.039,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647847.136,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647847.235,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647847.337,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647847.437,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647847.535,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647847.635,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647847.736,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647847.834,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647847.936,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647848.036,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647848.138,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647848.245,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647848.345,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647848.444,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647848.540,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647848.634,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647848.745,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647848.835,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647848.939,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647849.044,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647849.138,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647849.255,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647849.350,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647849.434,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647849.540,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647849.639,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647849.741,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647849.843,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647849.936,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647850.065,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647850.146,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647850.234,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647850.350,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647850.446,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647850.541,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647850.645,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647850.763,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647850.845,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647850.960,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647851.034,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647851.135,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647851.248,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647851.335,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647851.444,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647851.543,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647851.635,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647851.771,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647851.843,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647851.941,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647852.037,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647852.143,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647852.247,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647852.353,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647852.435,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647852.545,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647852.649,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647852.747,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647852.855,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647852.937,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647853.035,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647853.138,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647853.244,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647853.336,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647853.435,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647853.538,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647853.643,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647853.744,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647853.848,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647853.936,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647854.046,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647854.146,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647854.247,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647854.334,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647854.439,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647854.534,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647854.646,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647854.762,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647854.838,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
1788647854.946,41.48,40.81,0.0,0.0,0.0,-0.0,0.0,-0.0,0,
